episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,aloss,closs,reward
24,1171200,300000,0.300000,2.661364,0.328467,0.000000,25,2,0,277172.03125,-548.9887352790578
25,710400,499200,1.000000,3.384848,0.450000,0.000000,25,3,0,278823.625,-556.8804403481822
26,940800,300000,0.600000,3.178788,0.425532,0.000000,26,1,0,270528.4375,-548.9887352790578
27,1171200,499200,0.272727,3.147186,0.455696,0.011111,26,5,0,261364.140625,-547.0232974910394
28,1171200,300000,0.343590,3.627273,0.094987,0.027778,26,2,0,280495.0,-567.7030209933436
29,940800,300000,0.302198,3.237363,0.348837,0.016667,25,1,0,265086.53125,-556.547107014849
30,1171200,300000,0.428571,2.966667,0.476190,0.005556,25,2,0,249092.375,-547.3566308243727
31,1171200,672000,0.071429,3.223077,0.458015,0.000000,25,8,0,256090.234375,-556.8804403481822
32,1171200,300000,0.428571,2.500000,0.455696,0.000000,25,2,0,272963.53125,-577.7137736815156
33,940800,499200,0.311111,3.067460,0.465116,0.000000,25,4,0,245285.859375,-556.8804403481822
34,1171200,499200,0.142857,3.080952,0.462725,0.000000,26,5,0,245000.953125,-558.5125448028673
35,1171200,499200,0.571429,2.171429,0.469974,0.005556,26,5,0,244459.390625,-567.7030209933436
36,940800,499200,0.375000,2.686508,0.461538,0.005556,26,4,0,237902.765625,-567.7030209933436
37,1171200,300000,0.142857,3.095238,0.413793,0.005556,26,2,0,227005.046875,-558.179211469534
38,710400,672000,0.844444,3.116162,0.466321,0.000000,26,6,0,215623.734375,-556.547107014849
39,1171200,672000,0.000000,1.766667,0.450000,0.005556,26,8,0,207352.125,-558.3328213005632
40,710400,300000,0.300000,3.097222,0.453401,0.000000,26,0,0,211405.609375,-577.3804403481822
41,710400,672000,0.515152,3.022222,0.485175,0.000000,25,6,0,187030.0625,-537.4994879672299
42,710400,300000,0.166667,2.647619,0.472441,0.000000,25,0,0,182921.65625,-558.6661546338966
43,940800,672000,0.090909,3.237413,0.466321,0.000000,25,7,0,154759.40625,-537.8328213005632
44,710400,499200,0.166667,2.314286,0.471204,0.005556,25,3,0,180016.828125,-568.1899641577061
45,940800,499200,0.285714,2.495238,0.450000,0.000000,25,4,0,145298.890625,-548.9887352790578
46,1171200,300000,0.100000,3.504079,0.465116,0.005556,25,2,0,157180.015625,-558.5125448028673
47,1171200,499200,0.333333,2.789286,0.450000,0.000000,24,5,0,141437.5625,-556.8804403481822
48,710400,672000,0.200000,2.166667,0.386266,0.000000,24,6,0,126571.4609375,-568.3696876600102
49,1171200,499200,1.000000,1.666667,0.478723,0.005556,24,5,0,117128.5859375,-558.9994879672299
50,710400,672000,0.285714,3.440476,0.483871,0.005556,24,6,0,126627.421875,-568.3696876600102
51,710400,672000,0.250000,2.833333,0.476190,0.000000,24,6,0,107506.578125,-558.9994879672299
52,1171200,672000,0.583333,2.583333,0.452261,0.000000,25,8,0,78114.4140625,-558.9994879672299
53,940800,499200,0.250000,1.500000,0.476190,0.005556,25,4,0,89190.578125,-577.7137736815156
54,710400,672000,0.000000,2.633333,0.352941,0.000000,25,6,0,65828.84375,-558.5125448028673
55,1171200,300000,0.250000,3.259921,0.461538,0.000000,25,2,0,82468.828125,-558.6661546338966
56,710400,300000,0.000000,3.546032,0.472441,0.000000,25,0,0,55344.140625,-556.8804403481822
57,710400,672000,1.250000,2.816667,0.458015,0.011111,24,6,0,27820.791015625,-537.8328213005632
58,940800,300000,0.850000,2.250000,0.474934,0.000000,24,1,0,28584.86328125,-558.9994879672299
59,1171200,672000,0.363636,3.434848,0.252454,0.016667,24,8,0,15002.33203125,-547.6899641577061
60,710400,300000,0.347222,3.402778,0.462725,0.000000,24,0,0,29668.49609375,-578.047107014849
61,1171200,300000,0.375000,3.133333,0.311419,0.044444,26,2,0,3915.857421875,-538.1661546338966
62,710400,499200,0.200000,3.114286,0.453401,0.005556,26,3,0,5806.939453125,-556.547107014849
63,940800,499200,0.166667,3.208333,0.469974,0.011111,26,4,0,2531.716064453125,-548.6554019457245
64,940800,672000,0.200000,3.666667,0.412844,0.011111,26,7,0,2611.927978515625,-558.179211469534
65,1171200,300000,0.333333,2.922619,0.472441,0.005556,26,2,0,1109.7186279296875,-567.8566308243727
66,710400,300000,0.400000,3.083333,0.452261,0.011111,26,0,0,815.2377319335938,-556.547107014849
67,710400,300000,0.545098,3.564706,0.241935,0.000000,26,0,0,527.8466796875,-537.4994879672299
68,1171200,300000,0.314103,3.588889,0.462725,0.000000,26,2,0,1682.0311279296875,-537.4994879672299
69,940800,672000,0.285714,2.944444,0.435835,0.000000,25,7,0,5078.345703125,-556.547107014849
70,940800,300000,0.000000,2.983333,0.463918,0.005556,25,1,0,5069.8330078125,-568.1899641577061
71,940800,300000,0.250000,3.454545,0.476190,0.000000,25,1,0,3937.447509765625,-547.3566308243727
72,1171200,300000,0.320513,3.486630,0.472441,0.000000,25,2,0,2182.921142578125,-547.3566308243727
73,940800,672000,0.650000,2.550000,0.459184,0.000000,24,7,0,7037.462890625,-556.8804403481822
74,940800,300000,0.000000,3.183333,0.456853,0.005556,24,1,0,7235.67041015625,-568.5232974910394
75,1171200,672000,0.000000,3.321429,0.466321,0.000000,24,8,0,4390.4619140625,-547.6899641577061
76,1171200,300000,0.000000,2.940476,0.462725,0.000000,24,2,0,1059.930908203125,-578.047107014849
77,1171200,300000,0.428571,3.404762,0.485175,0.005556,25,2,0,5775.6474609375,-557.2137736815156
78,710400,499200,0.333333,3.028571,0.481283,0.005556,25,3,0,1432.6622314453125,-556.8804403481822
79,1171200,499200,0.583333,3.166667,0.471204,0.005556,25,5,0,8628.89453125,-548.9887352790578
80,1171200,300000,0.267857,3.321429,0.460358,0.011111,25,2,0,1251.1920166015625,-568.0363543266769
81,1171200,300000,0.125000,3.284848,0.364372,0.022222,25,2,0,5061.4228515625,-556.8804403481822
82,1171200,300000,0.166667,3.038095,0.476190,0.005556,25,2,0,2821.9931640625,-556.8804403481822
83,940800,499200,0.222222,3.338889,0.474934,0.005556,25,4,0,1355.3758544921875,-556.8804403481822
84,1171200,499200,0.250000,3.600000,0.458015,0.005556,25,5,0,226.87890625,-558.5125448028673
85,1171200,300000,0.450000,2.466667,0.461538,0.000000,25,2,0,385.1645812988281,-568.0363543266769
86,710400,499200,0.309524,3.314286,0.461538,0.016667,25,3,0,2039.627197265625,-556.8804403481822
87,1171200,300000,0.125000,3.138889,0.353635,0.038889,25,2,0,239.43519592285156,-548.9887352790578
88,710400,499200,0.225000,3.500000,0.487805,0.005556,25,3,0,82.4655532836914,-556.8804403481822
89,1171200,300000,0.166667,3.083333,0.481283,0.005556,26,2,0,6.877813339233398,-548.9887352790578
90,940800,300000,0.166667,3.053571,0.461538,0.005556,26,1,0,31.69626808166504,-556.547107014849
91,940800,300000,0.476923,3.585714,0.486486,0.005556,26,1,0,107.35332489013672,-547.0232974910394
92,1171200,672000,0.375000,3.357143,0.458015,0.011111,26,8,0,405.3694763183594,-547.0232974910394
93,940800,300000,0.200000,3.008333,0.469974,0.000000,26,1,0,127.64558410644531,-577.3804403481822
94,1171200,672000,0.342857,3.166667,0.481283,0.005556,26,8,0,172.90066528320312,-547.0232974910394
95,1171200,300000,0.533333,3.332468,0.485175,0.016667,26,2,0,3538.52880859375,-577.3804403481822
96,940800,672000,0.166667,3.400000,0.471204,0.011111,26,7,0,141.53359985351562,-556.547107014849
97,1171200,672000,0.250000,1.633333,0.476190,0.000000,26,8,0,263.418212890625,-567.8566308243727
98,940800,499200,0.250000,2.166667,0.331492,0.038889,26,4,0,1102.609619140625,-577.3804403481822
99,710400,672000,0.333333,3.400000,0.476190,0.005556,26,6,0,10129.720703125,-558.179211469534
100,1171200,672000,0.000000,2.950000,0.474934,0.005556,26,8,0,6227.5498046875,-558.3328213005632
101,710400,499200,0.250000,2.833333,0.450000,0.005556,26,3,0,620.0264282226562,-577.3804403481822
102,940800,300000,0.200000,2.516667,0.495868,0.011111,26,1,0,517.4264526367188,-548.6554019457245
103,940800,499200,0.222222,3.345455,0.471204,0.005556,26,4,0,694.7908935546875,-547.0232974910394
104,710400,672000,0.375000,2.996429,0.436893,0.000000,25,6,0,2935.865234375,-558.179211469534
105,940800,499200,0.000000,1.850000,0.466321,0.011111,25,4,0,2.182219982147217,-558.6661546338966
106,710400,499200,0.500000,2.748810,0.473684,0.000000,25,3,0,63.45429229736328,-558.5125448028673
107,940800,300000,0.272727,3.447009,0.472441,0.000000,25,1,0,5734.923828125,-548.9887352790578
108,710400,499200,0.333333,2.734127,0.473684,0.005556,26,3,0,1.5933207273483276,-547.3566308243727
109,1171200,672000,1.633333,2.983333,0.348837,0.000000,26,8,0,946.7978515625,-548.6554019457245
110,1171200,499200,0.166667,2.358333,0.450000,0.005556,25,5,0,980.36181640625,-577.3804403481822
111,940800,300000,0.166667,2.827381,0.466321,0.011111,25,1,0,4731.6748046875,-568.0363543266769
112,1171200,300000,0.000000,3.073810,0.439024,0.011111,25,2,0,291.30596923828125,-547.3566308243727
113,710400,672000,0.363636,3.282517,0.447761,0.005556,24,6,0,59.36446762084961,-556.8804403481822
114,940800,672000,0.333333,2.496429,0.476190,0.000000,24,7,0,11.947267532348633,-558.9994879672299
115,1171200,300000,0.250000,2.904762,0.460358,0.000000,24,2,0,570.549072265625,-568.5232974910394
116,940800,499200,0.183333,3.351515,0.455696,0.000000,24,4,0,43.45903015136719,-557.2137736815156
117,1171200,300000,0.142857,3.097619,0.480000,0.005556,24,2,0,54.582550048828125,-558.8458781362007
118,940800,300000,0.250000,3.117063,0.430622,0.044444,24,1,0,1124.946533203125,-557.2137736815156
119,940800,300000,0.237179,3.703297,0.448878,0.005556,24,1,0,647.2465209960938,-547.6899641577061
120,1171200,300000,0.250000,3.242063,0.461538,0.005556,24,2,0,667.1550903320312,-547.6899641577061
121,1171200,672000,0.563636,3.341667,0.446650,0.011111,24,8,0,2360.320556640625,-557.2137736815156
122,1171200,499200,0.000000,3.300000,0.221402,0.005556,24,5,0,13.47773551940918,-578.047107014849
123,710400,300000,0.428571,3.329670,0.465116,0.005556,25,0,0,1651.9927978515625,-568.3696876600102
124,1171200,672000,1.488889,3.047619,0.474934,0.011111,25,8,0,1309.15966796875,-537.8328213005632
125,1171200,499200,1.047619,2.138095,0.456853,0.011111,26,5,0,0.6024617552757263,-577.7137736815156
126,710400,499200,0.166667,2.071429,0.469974,0.005556,26,3,0,2996.232666015625,-567.7030209933436
127,1171200,300000,0.411111,3.307143,0.486486,0.005556,26,2,0,23.68357276916504,-548.6554019457245
128,1171200,672000,0.211111,3.500000,0.455696,0.011111,26,8,0,4425.41650390625,-556.547107014849
129,710400,672000,0.166667,1.750000,0.442260,0.005556,26,6,0,40.79485321044922,-577.3804403481822
130,1171200,672000,0.166667,2.028571,0.476190,0.005556,26,8,0,522.8217163085938,-558.3328213005632
131,710400,672000,0.450000,2.566667,0.476190,0.005556,26,6,0,11159.87109375,-577.3804403481822
132,710400,499200,0.250000,2.716667,0.473684,0.000000,26,3,0,3852.810791015625,-558.3328213005632
133,940800,499200,0.166667,2.588095,0.453401,0.011111,26,4,0,342.168701171875,-548.6554019457245
134,710400,300000,0.181818,3.311655,0.459184,0.005556,26,0,0,950.7835083007812,-558.179211469534
135,940800,300000,0.516667,3.327778,0.476190,0.000000,26,1,0,197.80197143554688,-537.4994879672299
136,1171200,300000,0.125000,3.071429,0.465116,0.005556,24,2,0,96.63043212890625,-547.0232974910394
137,940800,499200,0.142857,2.930556,0.461538,0.005556,24,4,0,438.9132385253906,-557.2137736815156
138,1171200,300000,0.321678,3.409091,0.439024,0.005556,24,2,0,53.08417510986328,-558.8458781362007
139,940800,672000,0.958333,2.605952,0.469974,0.005556,24,7,0,116.35646057128906,-557.2137736815156
140,1171200,499200,0.250000,2.166667,0.446650,0.000000,24,5,0,165.31643676757812,-568.5232974910394
141,710400,499200,0.450000,2.166667,0.471204,0.000000,24,3,0,0.7163498401641846,-568.3696876600102
142,710400,499200,0.333333,3.383333,0.469974,0.011111,24,3,0,1135.4481201171875,-549.3220686123911
143,1171200,300000,0.222222,3.325397,0.462725,0.005556,24,2,0,1096.6107177734375,-549.3220686123911
144,940800,499200,0.166667,2.816667,0.473684,0.005556,24,4,0,620.2999877929688,-557.2137736815156
145,940800,672000,0.000000,2.416667,0.476190,0.000000,24,7,0,417.85357666015625,-558.8458781362007
146,1171200,672000,0.000000,3.550000,0.471204,0.005556,24,8,0,360.9141845703125,-568.5232974910394
147,1171200,300000,0.571429,3.183333,0.431655,0.005556,24,2,0,2758.3076171875,-578.047107014849
148,1171200,672000,1.333333,3.214286,0.399113,0.011111,24,8,0,1568.7333984375,-557.2137736815156
149,710400,672000,0.333333,2.266667,0.462725,0.005556,24,6,0,160.2285614013672,-578.047107014849
150,1171200,499200,0.200000,2.166667,0.450000,0.011111,24,5,0,5840.67626953125,-558.9994879672299
151,1171200,672000,0.400000,3.147619,0.450000,0.000000,24,8,0,1619.97900390625,-568.3696876600102
152,940800,672000,0.200000,2.833333,0.472441,0.005556,27,7,0,3270.80810546875,-578.047107014849
153,1171200,499200,0.000000,2.416667,0.483871,0.000000,27,5,0,523.97509765625,-567.5232974910394
154,1171200,672000,0.400000,1.833333,0.474934,0.005556,27,8,0,25.825180053710938,-567.3696876600102
155,1171200,672000,0.250000,2.833333,0.297030,0.027778,27,8,0,2169.46484375,-577.047107014849
156,710400,499200,0.250000,3.133333,0.462725,0.005556,27,3,0,3263.551513671875,-577.047107014849
157,1171200,672000,0.250000,2.516667,0.472441,0.005556,26,8,0,615.2210693359375,-548.3220686123911
158,710400,499200,0.000000,2.350000,0.342857,0.038889,26,3,0,0.08636796474456787,-577.3804403481822
159,1171200,499200,0.250000,2.083333,0.476190,0.000000,26,5,0,73.97742462158203,-548.6554019457245
160,710400,300000,0.181818,3.343434,0.468750,0.016667,26,0,0,1901.4954833984375,-567.7030209933436
161,710400,672000,0.375000,3.714286,0.472441,0.011111,26,6,0,48.19329071044922,-537.4994879672299
162,710400,300000,0.000000,2.200000,0.463918,0.011111,26,0,0,830.7511596679688,-558.3328213005632
163,940800,300000,0.633333,3.087698,0.456853,0.005556,26,1,0,8237.1025390625,-537.4994879672299
164,710400,300000,0.204762,3.711905,0.461538,0.011111,26,0,0,1149.72900390625,-547.0232974910394
165,710400,499200,0.166667,3.133333,0.458015,0.000000,24,3,0,3232.384765625,-537.4994879672299
166,710400,672000,0.333333,2.166667,0.460358,0.005556,24,6,0,3144.66015625,-549.3220686123911
167,710400,672000,0.000000,1.833333,0.460358,0.005556,24,6,0,144.6158905029297,-558.9994879672299
168,710400,300000,0.000000,3.027778,0.485175,0.000000,24,0,0,1186.3533935546875,-558.9994879672299
169,940800,499200,0.822222,3.477778,0.461538,0.000000,24,4,0,2278.031494140625,-538.1661546338966
170,1171200,499200,0.450000,2.816667,0.460358,0.005556,23,5,0,164.79733276367188,-558.8458781362007
171,710400,300000,0.342857,2.900000,0.482574,0.000000,23,0,0,1992.3167724609375,-568.7030209933437
172,1171200,300000,0.138095,3.480672,0.204082,0.033333,23,2,0,634.281005859375,-538.4994879672299
173,710400,300000,0.243590,3.185814,0.465116,0.000000,23,0,0,111.7999038696289,-557.547107014849
174,1171200,499200,0.000000,3.148810,0.459184,0.044444,23,5,0,1593.1031494140625,-538.4994879672299
175,710400,499200,0.285714,2.988095,0.474934,0.005556,23,3,0,206.67221069335938,-568.7030209933437
176,710400,672000,0.200000,2.942857,0.476190,0.000000,24,6,0,34.288658142089844,-549.6554019457245
177,710400,300000,0.250000,2.496429,0.466321,0.005556,24,0,0,154.66104125976562,-558.9994879672299
178,1171200,672000,0.833333,3.057143,0.445545,0.011111,24,8,0,45.897647857666016,-538.1661546338966
179,710400,300000,0.375000,3.166667,0.471204,0.011111,25,0,0,4468.76416015625,-578.047107014849
180,940800,499200,0.300000,2.847222,0.476190,0.005556,25,4,0,2025.91748046875,-537.8328213005632
181,710400,499200,0.583333,3.315476,0.408163,0.000000,25,3,0,42.15563201904297,-558.5125448028673
182,940800,499200,0.166667,3.000000,0.469974,0.000000,25,4,0,59.988731384277344,-548.9887352790578
183,710400,499200,0.285714,2.545238,0.466321,0.011111,26,3,0,179.00003051757812,-558.5125448028673
184,940800,499200,0.000000,2.535714,0.453401,0.005556,26,4,0,30.130611419677734,-548.6554019457245
185,1171200,300000,0.348485,3.407071,0.474934,0.000000,26,2,0,1525.239990234375,-558.179211469534
186,940800,499200,0.111111,3.162698,0.476190,0.000000,26,4,0,1900.25537109375,-556.547107014849
187,940800,672000,0.500000,1.964286,0.469974,0.016667,26,7,0,219.873291015625,-558.179211469534
188,710400,672000,0.250000,2.816667,0.465116,0.000000,26,6,0,221.5744171142578,-567.8566308243727
189,940800,300000,0.000000,2.444444,0.458015,0.000000,26,1,0,2425.649658203125,-558.3328213005632
190,940800,499200,0.250000,3.490476,0.441176,0.000000,26,4,0,13.753396034240723,-547.0232974910394
191,940800,300000,0.125000,3.355556,0.461538,0.011111,26,1,0,2283.35107421875,-558.179211469534
192,940800,300000,0.222222,3.155844,0.222222,0.044444,25,1,0,1449.3858642578125,-547.0232974910394
193,1171200,672000,0.422222,2.750000,0.459184,0.000000,25,8,0,485.529296875,-547.3566308243727
194,710400,499200,0.714286,3.119048,0.472441,0.005556,25,3,0,238.01687622070312,-577.7137736815156
195,710400,499200,0.166667,2.352381,0.474934,0.005556,26,3,0,224.29559326171875,-548.9887352790578
196,1171200,499200,0.285714,2.455556,0.466321,0.005556,26,5,0,1101.442626953125,-548.6554019457245
197,710400,672000,0.125000,2.991667,0.325497,0.000000,26,6,0,2281.7998046875,-567.7030209933436
198,1171200,300000,0.142857,2.605952,0.428571,0.005556,25,2,0,325.46942138671875,-558.3328213005632
199,1171200,672000,0.125000,2.980556,0.472441,0.000000,25,8,0,13.555826187133789,-556.8804403481822
200,940800,672000,0.450000,3.147619,0.121869,0.050000,26,7,0,1484.676025390625,-577.7137736815156
201,940800,499200,0.400000,2.266667,0.327273,0.016667,26,4,0,14.68820571899414,-567.8566308243727
202,940800,672000,0.000000,2.600000,0.471204,0.005556,26,7,0,1089.745361328125,-558.179211469534
203,940800,672000,0.250000,2.333333,0.453401,0.000000,26,7,0,997.2357788085938,-567.8566308243727
204,940800,300000,0.311111,3.017316,0.466321,0.044444,25,1,0,481.3931579589844,-567.8566308243727
205,1171200,300000,0.211111,3.071429,0.466321,0.000000,25,2,0,24.800813674926758,-547.3566308243727
206,940800,672000,0.230769,3.400000,0.480000,0.000000,25,7,0,262.5135803222656,-556.8804403481822
207,940800,499200,0.392857,2.850000,0.468750,0.005556,26,4,0,101.68673706054688,-568.1899641577061
208,1171200,499200,0.685714,2.285714,0.121951,0.011111,26,5,0,2108.0283203125,-558.179211469534
209,940800,672000,0.166667,3.208333,0.461538,0.005556,26,7,0,48.55326843261719,-567.7030209933436
210,940800,672000,0.333333,1.900000,0.462725,0.005556,26,7,0,93.77435302734375,-567.8566308243727
211,1171200,300000,0.571429,3.011905,0.466321,0.016667,26,2,0,474.718017578125,-567.8566308243727
212,940800,672000,0.202020,3.345455,0.472441,0.000000,26,7,0,1186.4122314453125,-556.547107014849
213,940800,499200,0.400000,2.733333,0.468750,0.000000,26,4,0,361.1090087890625,-567.8566308243727
214,940800,300000,0.200000,2.850000,0.469974,0.005556,26,1,0,1478.243896484375,-558.179211469534
215,940800,300000,0.000000,3.422619,0.466321,0.005556,26,1,0,270.39208984375,-547.0232974910394
216,940800,672000,0.142857,3.690476,0.474934,0.005556,26,7,0,58.98978805541992,-547.0232974910394
217,710400,499200,0.400000,2.883333,0.452261,0.011111,26,3,0,75.26388549804688,-567.8566308243727
218,940800,499200,0.000000,2.550000,0.471204,0.005556,25,4,0,3133.67626953125,-548.6554019457245
219,1171200,300000,0.200000,2.614286,0.485175,0.000000,25,2,0,2.37943434715271,-558.5125448028673
220,940800,300000,0.000000,3.800000,0.393013,0.022222,25,1,0,1022.984619140625,-556.8804403481822
221,710400,300000,0.281818,3.369231,0.466321,0.011111,25,0,0,212.6730194091797,-547.3566308243727
222,1171200,672000,0.000000,3.000000,0.472441,0.000000,25,8,0,2010.5897216796875,-537.8328213005632
223,710400,672000,0.250000,2.504762,0.122783,0.033333,25,6,0,228.22866821289062,-577.7137736815156
224,710400,672000,0.400000,3.000000,0.469974,0.000000,25,6,0,72.31953430175781,-558.6661546338966
225,710400,499200,0.250000,2.866667,0.418605,0.005556,25,3,0,1305.747802734375,-558.6661546338966
226,710400,499200,0.400000,2.283333,0.469974,0.000000,25,3,0,20.893335342407227,-548.9887352790578
227,940800,300000,0.000000,2.166667,0.480000,0.005556,25,1,0,169.09681701660156,-548.9887352790578
228,940800,300000,0.250000,3.634848,0.459184,0.000000,25,1,0,1338.419189453125,-547.3566308243727
229,1171200,672000,0.600000,3.363889,0.476190,0.005556,25,8,0,3265.61962890625,-547.3566308243727
230,940800,300000,0.600000,2.716667,0.455696,0.011111,25,1,0,0.8338373899459839,-577.7137736815156
231,1171200,300000,0.300000,2.944444,0.455696,0.011111,25,2,0,2175.182861328125,-547.3566308243727
232,940800,672000,0.000000,3.383516,0.445545,0.005556,25,7,0,131.90489196777344,-556.8804403481822
233,1171200,300000,0.166667,3.300000,0.466321,0.011111,24,2,0,269.33929443359375,-568.1899641577061
234,940800,672000,0.250000,3.422619,0.335821,0.011111,24,7,0,186.35316467285156,-557.2137736815156
235,940800,300000,0.200000,3.177778,0.474934,0.000000,24,1,0,3.8846330642700195,-568.5232974910394
236,940800,300000,0.142857,3.290476,0.450000,0.011111,24,1,0,1200.260498046875,-547.6899641577061
237,1171200,300000,0.696970,3.325397,0.468750,0.016667,24,2,0,81.03955841064453,-547.6899641577061
238,940800,300000,0.263158,3.402696,0.445545,0.005556,24,1,0,6.520816326141357,-557.2137736815156
239,710400,300000,0.125000,3.541667,0.450000,0.005556,24,0,0,1427.210693359375,-547.6899641577061
240,1171200,499200,0.410714,3.634921,0.450000,0.005556,24,5,0,845.4308471679688,-538.1661546338966
241,710400,672000,0.333333,3.147619,0.469974,0.005556,25,6,0,37.11965560913086,-568.3696876600102
242,710400,672000,0.250000,2.500000,0.461538,0.011111,25,6,0,951.5025634765625,-558.6661546338966
243,940800,672000,0.000000,2.033333,0.448878,0.005556,25,7,0,14.005337715148926,-558.6661546338966
244,710400,672000,0.333333,2.433333,0.471204,0.000000,25,6,0,2709.366455078125,-568.1899641577061
245,1171200,300000,0.569444,3.527778,0.435835,0.005556,25,2,0,5116.3837890625,-558.6661546338966
246,940800,499200,0.454545,3.611111,0.350195,0.033333,25,4,0,1670.411376953125,-556.8804403481822
247,710400,672000,0.200000,2.980952,0.466321,0.011111,25,6,0,536.8933715820312,-558.5125448028673
248,1171200,300000,0.219780,3.632168,0.486486,0.005556,25,2,0,647.7652587890625,-558.6661546338966
249,710400,300000,0.414286,3.564469,0.473684,0.005556,25,0,0,188.10531616210938,-556.8804403481822
250,710400,672000,0.166667,3.514286,0.462725,0.000000,27,6,0,1531.835693359375,-537.8328213005632
251,1171200,672000,0.000000,2.000000,0.476190,0.005556,27,8,0,158.90399169921875,-557.9994879672299
252,710400,300000,0.000000,2.750000,0.400891,0.033333,27,0,0,47.02507019042969,-577.047107014849
253,940800,499200,0.309524,3.130952,0.459184,0.005556,27,4,0,1771.328857421875,-537.1661546338966
254,940800,300000,0.253968,3.375000,0.483871,0.000000,27,1,0,1842.8951416015625,-557.8458781362007
255,710400,499200,0.267857,3.058333,0.462725,0.005556,26,3,0,104.17102813720703,-546.6899641577061
256,710400,672000,0.000000,2.350000,0.476190,0.000000,26,6,0,213.56582641601562,-548.6554019457245
257,710400,499200,0.250000,1.550000,0.451128,0.000000,26,3,0,101.46037292480469,-558.3328213005632
258,710400,672000,0.000000,2.850000,0.436893,0.000000,26,6,0,1640.027587890625,-548.6554019457245
259,940800,672000,0.000000,3.666667,0.425532,0.000000,26,7,0,7355.6796875,-558.3328213005632
260,940800,300000,0.000000,2.933333,0.455696,0.000000,26,1,0,785.0496826171875,-567.8566308243727
261,940800,499200,0.200000,3.350000,0.342857,0.000000,26,4,0,1993.188720703125,-547.0232974910394
262,940800,499200,0.250000,2.500000,0.433735,0.000000,26,4,0,169.50660705566406,-558.179211469534
263,940800,300000,0.142857,3.041667,0.452261,0.038889,26,1,0,599.04833984375,-558.179211469534
264,940800,672000,0.530303,3.594988,0.482574,0.000000,26,7,0,34.457557678222656,-547.0232974910394
265,940800,672000,0.650000,2.433333,0.466321,0.000000,25,7,0,35.428070068359375,-567.8566308243727
266,1171200,499200,1.150000,2.083333,0.477454,0.005556,25,5,0,2447.07275390625,-568.1899641577061
267,1171200,300000,0.958333,3.383333,0.428571,0.000000,25,2,0,80.51622772216797,-568.0363543266769
268,940800,672000,0.090909,3.401515,0.482574,0.000000,25,7,0,1.248244285583496,-556.8804403481822
269,1171200,672000,0.250000,1.583333,0.476190,0.000000,25,8,0,2126.586669921875,-568.1899641577061
270,710400,499200,0.000000,2.083333,0.465116,0.000000,25,3,0,127.45533752441406,-577.7137736815156
271,940800,300000,0.309524,2.683333,0.422535,0.005556,25,1,0,2230.8642578125,-548.9887352790578
272,1171200,672000,0.166667,3.226107,0.465116,0.005556,25,8,0,1812.18994140625,-547.3566308243727
273,710400,499200,0.000000,2.900000,0.472441,0.000000,25,3,0,950.824951171875,-577.7137736815156
