episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,aloss,closs,reward
96,710400,576000,0.332545,2.179493,0.425532,0.011111,25,3,0,166.6295928955078,-572.0040962621607
97,940800,576000,0.503326,2.182945,0.450000,0.005556,26,4,0,409.5361633300781,-553.289810547875
98,710400,576000,0.488673,2.249907,0.466321,0.005556,25,0,0,5.684487342834473,-562.4802867383512
99,1171200,576000,0.402256,2.134281,0.469974,0.005556,26,5,0,548.447021484375,-553.289810547875
100,940800,576000,0.412418,2.219355,0.444444,0.022222,25,1,0,9.955750465393066,-572.0040962621607
101,710400,672000,0.415543,2.014926,0.445545,0.005556,26,6,0,9.23775577545166,-562.8136200716846
102,1171200,672000,0.389050,1.952114,0.199778,0.022222,25,8,0,8.598095893859863,-558.3328213005632
103,940800,672000,0.425668,1.874139,0.435835,0.011111,26,7,0,1106.1998291015625,-577.7137736815156
104,710400,576000,0.571429,1.896541,0.226415,0.022222,26,3,0,413.2351379394531,-567.8566308243727
105,1171200,672000,0.416029,1.989548,0.472441,0.011111,26,8,0,210.71754455566406,-552.9564772145417
106,710400,672000,0.400819,1.895820,0.454545,0.011111,25,6,0,1590.419677734375,-577.3804403481822
107,710400,672000,0.505319,2.186445,0.453401,0.016667,25,6,0,107.30653381347656,-558.6661546338966
108,1171200,672000,0.250000,2.333333,0.461538,0.016667,25,8,0,831.6873168945312,-558.6661546338966
109,710400,576000,0.402409,2.097446,0.262009,0.038889,26,0,0,653.0139770507812,-577.7137736815156
110,710400,672000,0.515204,1.954194,0.428571,0.011111,26,6,0,37.82054901123047,-552.9564772145417
111,1171200,576000,0.453298,2.057918,0.444444,0.016667,25,5,0,310.52874755859375,-558.3328213005632
112,940800,576000,0.461111,2.028495,0.432692,0.027778,26,1,0,920.2468872070312,-572.3374295954941
113,940800,576000,0.470025,2.163918,0.446650,0.011111,26,4,0,83.33470153808594,-562.4802867383512
114,710400,576000,0.399296,2.123009,0.454545,0.011111,25,3,0,194.14163208007812,-562.4802867383512
115,940800,576000,0.390961,2.117907,0.423529,0.011111,25,1,0,24.5594539642334,-553.289810547875
116,710400,672000,0.469322,1.892893,0.427553,0.016667,26,6,0,256.26177978515625,-562.8136200716846
117,1171200,672000,0.401961,1.902003,0.210526,0.022222,26,8,0,28.042661666870117,-558.3328213005632
118,940800,672000,0.296651,1.834363,0.407658,0.011050,26,7,0,1146.386962890625,-577.3804403481822
119,1171200,576000,0.355769,2.034676,0.337079,0.011111,26,2,0,203.7048797607422,-567.8566308243727
120,710400,672000,0.356183,1.951691,0.443350,0.022222,26,6,0,1014.33154296875,-572.0040962621607
121,710400,576000,0.365828,2.107178,0.469974,0.016667,26,0,0,3.0926949977874756,-558.3328213005632
122,940800,576000,0.326923,2.103999,0.455696,0.011111,25,4,0,17.215105056762695,-552.9564772145417
123,710400,576000,0.342396,2.033819,0.426540,0.011111,25,3,0,28.8571720123291,-562.8136200716846
124,1171200,576000,0.417978,2.083117,0.447761,0.016667,26,2,0,74.10137176513672,-553.289810547875
125,1171200,576000,0.304810,2.172576,0.393873,0.022222,26,2,0,314.27862548828125,-572.0040962621607
126,1171200,576000,0.247494,2.093524,0.458015,0.005556,26,5,0,12.431821823120117,-572.0040962621607
127,940800,576000,0.266427,2.091497,0.454545,0.011111,25,4,0,17.928897857666016,-572.0040962621607
128,940800,576000,0.277967,2.120810,0.463918,0.005556,26,4,0,46.30958557128906,-562.8136200716846
129,710400,672000,0.294146,2.113698,0.344828,0.005556,26,6,0,5.409656047821045,-562.4802867383512
130,1171200,672000,0.283267,1.932930,0.478723,0.011111,26,8,0,112.47208404541016,-558.3328213005632
131,940800,576000,0.244524,2.014777,0.452261,0.005556,26,1,0,104.10749816894531,-577.3804403481822
132,710400,672000,0.239652,2.112309,0.465116,0.000000,26,6,0,30.840314865112305,-562.4802867383512
133,940800,576000,0.274957,2.015442,0.319149,0.022222,26,1,0,16.62861442565918,-558.3328213005632
134,1171200,576000,0.297705,2.016159,0.460358,0.011111,25,5,0,10.192867279052734,-562.4802867383512
135,1171200,672000,0.275446,2.027409,0.486486,0.011111,25,8,0,57.22464370727539,-572.3374295954941
136,940800,576000,0.292567,2.055923,0.480000,0.005556,26,4,0,39.22517395019531,-577.7137736815156
137,1171200,576000,0.293839,2.034719,0.469974,0.000000,26,2,0,144.919921875,-562.4802867383512
138,1171200,576000,0.264342,2.187621,0.419580,0.016667,26,5,0,7.257143974304199,-572.0040962621607
139,940800,576000,0.200000,2.133333,0.398230,0.005556,26,1,0,4.817789077758789,-572.0040962621607
140,1171200,576000,0.268608,2.063868,0.463918,0.016667,26,5,0,382.40728759765625,-562.4802867383512
141,940800,576000,0.260494,2.126063,0.468750,0.011111,26,4,0,9.00952434539795,-572.0040962621607
142,1171200,672000,0.280999,1.896902,0.382979,0.005556,26,8,0,138.8812713623047,-562.4802867383512
143,1171200,576000,0.267723,1.918297,0.447761,0.011111,26,5,0,36.9339599609375,-577.3804403481822
144,710400,576000,0.359540,2.122391,0.456853,0.005556,25,0,0,22.769393920898438,-572.0040962621607
145,940800,672000,0.329270,2.070544,0.471204,0.000000,25,7,0,127.19775390625,-553.289810547875
146,1171200,576000,0.280464,1.927280,0.364372,0.011111,25,5,0,0.8082870244979858,-568.1899641577061
147,710400,576000,0.303860,2.090420,0.458015,0.011111,26,0,0,0.30450403690338135,-572.3374295954941
148,710400,576000,0.325631,2.086597,0.480000,0.016667,26,3,0,120.456787109375,-552.9564772145417
149,940800,672000,0.286019,1.963958,0.463918,0.011111,25,7,0,117.7060775756836,-552.9564772145417
150,1171200,672000,0.276871,1.881466,0.314136,0.016667,26,8,0,16.814804077148438,-568.1899641577061
151,710400,576000,0.281701,1.971014,0.416667,0.011111,26,3,0,237.29612731933594,-577.3804403481822
152,710400,672000,0.350225,2.084430,0.477454,0.000000,26,6,0,101.94786834716797,-552.9564772145417
153,940800,576000,0.402745,1.972234,0.460358,0.011111,26,1,0,22.098148345947266,-558.3328213005632
154,710400,576000,0.384928,2.077594,0.448878,0.016667,26,0,0,21.71819496154785,-562.4802867383512
155,1171200,576000,0.350476,2.044315,0.478723,0.005556,26,5,0,162.36956787109375,-552.9564772145417
156,710400,576000,0.332543,2.046051,0.461538,0.005556,25,3,0,53.23369598388672,-572.0040962621607
157,940800,576000,0.250000,2.850000,0.456853,0.011111,25,1,0,353.609375,-553.289810547875
158,940800,576000,0.371686,2.069038,0.423529,0.016667,26,4,0,23.36858558654785,-562.8136200716846
159,710400,576000,0.432355,2.145495,0.436893,0.016667,26,0,0,1992.8017578125,-562.4802867383512
160,1171200,672000,0.393048,2.001551,0.463918,0.011111,26,8,0,172.8685760498047,-552.9564772145417
161,1171200,672000,0.361317,1.960548,0.432692,0.016667,26,8,0,117.6729736328125,-577.3804403481822
162,1171200,672000,0.914286,3.016667,0.462725,0.016667,26,8,0,69.28753662109375,-577.3804403481822
163,940800,672000,0.380335,1.887021,0.467532,0.044444,25,7,0,181.67367553710938,-577.3804403481822
164,710400,576000,0.439478,1.969927,0.451128,0.016667,25,3,0,7755.63818359375,-568.1899641577061
165,940800,576000,0.402558,2.053655,0.462725,0.011111,26,4,0,7.129786491394043,-553.289810547875
166,710400,672000,0.364078,1.937184,0.473684,0.005556,26,6,0,222.3637237548828,-562.4802867383512
167,940800,672000,0.280123,1.901545,0.460358,0.016667,26,7,0,10.104203224182129,-558.3328213005632
168,710400,672000,0.333587,1.908619,0.453401,0.016667,26,6,0,668.066650390625,-567.8566308243727
169,1171200,576000,0.310436,1.937141,0.415704,0.016667,25,2,0,328.9095764160156,-558.3328213005632
170,940800,576000,0.277901,2.044258,0.427553,0.011111,26,1,0,1220.701416015625,-572.3374295954941
171,940800,576000,0.287237,2.047181,0.444444,0.022222,26,4,0,285.6850891113281,-562.4802867383512
172,940800,672000,0.258929,1.968639,0.463918,0.011111,26,7,0,271.6300048828125,-562.4802867383512
173,710400,576000,0.356996,2.121212,0.447761,0.016667,25,0,0,408.88671875,-567.8566308243727
174,1171200,672000,0.274526,1.994347,0.458015,0.011111,26,8,0,55.24833297729492,-553.289810547875
175,710400,576000,0.337640,1.967792,0.342857,0.011111,25,0,0,652.6583862304688,-577.3804403481822
176,710400,576000,0.343956,2.104650,0.450000,0.016667,26,3,0,13.927328109741211,-553.289810547875
177,710400,672000,0.291177,1.909777,0.371901,0.011111,26,6,0,62.013702392578125,-552.9564772145417
178,1171200,576000,0.332366,1.892358,0.469974,0.016667,26,2,0,5.761875152587891,-558.3328213005632
179,1171200,576000,0.313190,2.096594,0.422535,0.016667,26,5,0,673.3493041992188,-572.0040962621607
180,940800,672000,0.383178,1.852505,0.420561,0.022222,25,7,0,208.8187255859375,-572.0040962621607
181,710400,576000,0.355356,1.969945,0.295082,0.016667,26,3,0,6.602741718292236,-568.1899641577061
182,1171200,576000,0.324539,2.059004,0.463918,0.005556,25,2,0,27.286338806152344,-552.9564772145417
183,1171200,576000,0.317070,2.053292,0.415704,0.011111,26,5,0,228.8007049560547,-572.3374295954941
184,1171200,576000,0.327666,2.056016,0.468750,0.005556,26,5,0,1.7479021549224854,-572.0040962621607
185,710400,576000,0.500000,2.433333,0.441176,0.011111,26,0,0,9.034090042114258,-572.0040962621607
186,710400,672000,0.250000,3.100000,0.456853,0.011111,26,6,0,581.6505126953125,-552.9564772145417
187,1171200,576000,0.394587,1.889812,0.338983,0.016667,25,2,0,1598.14990234375,-558.3328213005632
188,1171200,672000,0.298185,1.999748,0.090180,0.027778,26,8,0,3050.431640625,-572.3374295954941
189,1171200,576000,0.310185,1.972438,0.413793,0.005556,25,2,0,87.9386978149414,-577.3804403481822
190,710400,672000,0.332064,1.924749,0.459184,0.016667,26,6,0,0.21415473520755768,-572.3374295954941
191,940800,672000,0.328329,1.965992,0.431655,0.016667,25,7,0,52.28409194946289,-558.3328213005632
192,710400,576000,0.360976,1.992986,0.382166,0.022222,25,3,0,175.58352661132812,-568.1899641577061
193,710400,576000,0.302360,2.065365,0.467532,0.005556,25,3,0,62.264854431152344,-553.289810547875
194,1171200,672000,0.305696,1.994759,0.448878,0.011111,26,8,0,1.9699931144714355,-553.289810547875
195,940800,672000,0.274609,1.894633,0.468750,0.005556,25,7,0,505.9698791503906,-577.3804403481822
196,710400,576000,0.269231,1.774066,0.432692,0.016667,25,0,0,4.676036834716797,-568.1899641577061
197,940800,672000,0.291783,1.963490,0.436893,0.005556,26,7,0,3.0999982357025146,-553.289810547875
198,940800,576000,0.375490,1.983222,0.473684,0.011111,26,1,0,1072.8343505859375,-567.8566308243727
199,940800,672000,0.310369,2.159786,0.472441,0.038889,26,7,0,21.45842742919922,-562.4802867383512
200,710400,576000,0.314589,2.023621,0.453401,0.011111,26,0,0,45.42582321166992,-567.8566308243727
201,1171200,576000,0.277849,2.180121,0.437956,0.022222,25,2,0,359.6097412109375,-552.9564772145417
202,1171200,576000,0.185894,2.130727,0.451128,0.016667,26,2,0,286.7135314941406,-572.3374295954941
203,940800,576000,0.279074,2.083134,0.426540,0.016667,26,1,0,3.9249162673950195,-572.0040962621607
204,1171200,576000,0.264340,2.195308,0.459184,0.016667,25,2,0,24.656946182250977,-562.4802867383512
205,710400,576000,0.211385,2.150383,0.443350,0.000000,26,0,0,66.25486755371094,-572.3374295954941
206,940800,576000,0.250000,2.466667,0.472441,0.011111,26,4,0,506.9918518066406,-552.9564772145417
207,710400,576000,0.243021,2.052820,0.472441,0.038889,26,3,0,11.435575485229492,-562.4802867383512
208,710400,576000,0.285462,2.095759,0.455696,0.011111,26,3,0,1078.719970703125,-552.9564772145417
209,940800,576000,0.251247,2.083239,0.453401,0.022222,26,1,0,1.2983812093734741,-552.9564772145417
210,940800,672000,0.249471,2.003180,0.454545,0.016667,26,7,0,18.912199020385742,-562.4802867383512
211,1171200,576000,0.272579,2.055711,0.453401,0.022222,26,5,0,51.69086837768555,-567.8566308243727
212,710400,672000,0.360262,1.945955,0.462725,0.022222,26,6,0,182.1330108642578,-572.0040962621607
213,710400,672000,0.000000,2.600000,0.471204,0.011111,26,6,0,51.818206787109375,-558.3328213005632
214,710400,672000,0.363666,1.916187,0.443350,0.016667,26,6,0,10.207681655883789,-558.3328213005632
215,710400,576000,0.342849,2.038284,0.437956,0.011111,26,0,0,254.62100219726562,-558.3328213005632
216,940800,576000,0.315729,2.139765,0.451128,0.016667,26,4,0,0.00010389462113380432,-552.9564772145417
217,940800,576000,0.267628,2.071063,0.453401,0.016667,25,4,0,48.177188873291016,-562.4802867383512
218,710400,576000,0.310182,2.114454,0.432692,0.011111,26,0,0,7.60788631439209,-562.8136200716846
219,940800,576000,0.396053,2.094254,0.456853,0.016667,26,4,0,22.957923889160156,-552.9564772145417
220,710400,576000,0.451923,2.084958,0.344168,0.011111,26,0,0,26.017845153808594,-562.4802867383512
221,1171200,672000,0.345961,2.044848,0.469974,0.011111,25,8,0,179.0522918701172,-552.9564772145417
222,710400,576000,0.373638,2.070109,0.431655,0.005556,26,3,0,230.39881896972656,-577.7137736815156
223,940800,576000,0.309288,2.075047,0.469974,0.005556,26,4,0,226.01187133789062,-552.9564772145417
224,710400,672000,0.370706,1.974421,0.419580,0.016667,26,6,0,31.385025024414062,-562.4802867383512
225,940800,672000,0.336223,1.820461,0.450000,0.016667,26,7,0,0.6390042901039124,-558.3328213005632
226,710400,576000,0.340166,2.040001,0.480000,0.005556,26,0,0,203.37747192382812,-567.8566308243727
227,1171200,576000,0.318272,2.047204,0.459184,0.005556,25,5,0,19.684906005859375,-552.9564772145417
228,940800,576000,0.319617,2.049302,0.468750,0.005556,25,1,0,370.959716796875,-572.3374295954941
229,1171200,576000,0.258437,2.135603,0.472441,0.016667,26,5,0,0.5393962860107422,-562.8136200716846
230,1171200,576000,0.268220,2.038284,0.462725,0.011111,25,5,0,178.8498077392578,-572.0040962621607
231,710400,576000,0.295720,2.147050,0.482574,0.000000,26,0,0,19.5130558013916,-572.3374295954941
232,940800,576000,0.317253,2.063040,0.419580,0.016667,25,1,0,95.84844970703125,-552.9564772145417
233,940800,672000,0.280614,1.928864,0.443350,0.011111,26,7,0,4.666802406311035,-562.8136200716846
234,940800,672000,0.247300,1.854322,0.471204,0.011111,26,7,0,31.093692779541016,-567.8566308243727
235,1171200,576000,0.274038,2.013293,0.452261,0.005556,26,5,0,118.28421020507812,-567.8566308243727
236,940800,576000,0.363021,2.050014,0.319716,0.011111,26,4,0,415.4242248535156,-572.0040962621607
237,940800,672000,0.166667,3.057143,0.466321,0.011111,26,7,0,16.409818649291992,-562.4802867383512
238,940800,672000,0.284816,1.744378,0.218712,0.005556,26,7,0,1.0945420265197754,-567.8566308243727
239,940800,576000,0.260680,1.965113,0.240000,0.005556,26,4,0,2974.9287109375,-567.8566308243727
240,940800,576000,0.273984,2.072569,0.396476,0.011111,26,1,0,163.17630004882812,-562.4802867383512
241,1171200,576000,0.258281,2.082729,0.446650,0.016667,26,2,0,19.211721420288086,-562.4802867383512
242,940800,672000,0.278301,2.010230,0.473684,0.005556,26,7,0,48.70649719238281,-572.0040962621607
243,940800,576000,0.205119,2.072890,0.316901,0.011111,26,4,0,7.3111748695373535,-567.8566308243727
244,710400,576000,0.319563,2.050257,0.473684,0.011111,26,3,0,4.481966018676758,-562.4802867383512
245,710400,672000,0.325285,2.089068,0.447761,0.005556,26,6,0,66.26779174804688,-552.9564772145417
246,1171200,576000,0.339634,2.755644,0.466321,0.011111,26,2,0,2.4952969551086426,-558.3328213005632
247,1171200,576000,0.273827,2.866676,0.347490,0.005556,26,2,0,45.03586196899414,-572.0040962621607
248,1286400,1113600,0.459194,2.521506,0.467532,0.011111,18,7,0,1759.276123046875,-572.0040962621607
249,1286400,1113600,1.109052,2.116878,0.452261,0.011111,9,8,0,34.52781677246094,-609.5401945724526
250,710400,576000,0.460661,2.159018,0.468750,0.011111,25,3,0,16.417236328125,-612.5401945724526
251,710400,672000,0.543659,2.063799,0.458015,0.027778,25,6,0,4262.01611328125,-553.289810547875
252,1171200,672000,0.301698,2.009845,0.435835,0.011111,26,8,0,43.39226150512695,-558.6661546338966
253,1171200,576000,0.428837,2.063014,0.448878,0.011111,26,5,0,176.69976806640625,-577.3804403481822
254,710400,576000,0.641049,2.096000,0.452261,0.022222,25,3,0,202.36209106445312,-572.0040962621607
255,710400,576000,0.615072,2.192920,0.486486,0.000000,26,0,0,90.31147003173828,-553.289810547875
256,1171200,576000,0.535168,2.191804,0.378947,0.011111,26,2,0,80.64224243164062,-552.9564772145417
257,940800,576000,0.478943,2.109633,0.468750,0.000000,26,4,0,48.88300323486328,-572.0040962621607
258,1171200,672000,0.471752,2.074830,0.147905,0.016667,26,8,0,60.831241607666016,-562.4802867383512
259,710400,576000,0.533239,2.064286,0.460358,0.011111,26,0,0,479.8089294433594,-577.3804403481822
260,1171200,576000,0.547846,2.190108,0.357853,0.011111,26,2,0,60.705631256103516,-552.9564772145417
261,710400,576000,0.429008,2.206678,0.454545,0.000000,26,3,0,558.9714965820312,-572.0040962621607
262,710400,672000,0.596139,2.079052,0.463918,0.011111,26,6,0,197.4193115234375,-552.9564772145417
263,710400,672000,0.502695,2.034058,0.461538,0.005556,25,6,0,66.73665618896484,-558.3328213005632
264,1171200,576000,0.495471,2.076529,0.319149,0.022222,26,2,0,19.934284210205078,-558.6661546338966
265,940800,672000,0.403846,2.139365,0.469974,0.005556,26,7,0,686.6453247070312,-572.0040962621607
266,940800,672000,0.391534,2.030646,0.343511,0.016667,26,7,0,111.58445739746094,-567.8566308243727
267,940800,576000,0.479982,2.079277,0.352941,0.005556,26,1,0,181.85305786132812,-567.8566308243727
268,710400,576000,0.398023,2.277679,0.453401,0.016667,26,0,0,190.39418029785156,-562.4802867383512
269,940800,672000,0.538979,2.446150,0.466321,0.011111,26,7,0,2.245607614517212,-552.9564772145417
270,710400,672000,0.478571,2.199739,0.480000,0.000000,26,6,0,114.2526626586914,-567.8566308243727
271,1171200,576000,0.438053,2.219686,0.460358,0.011111,25,5,0,662.3931274414062,-558.3328213005632
272,1171200,576000,0.345695,2.157983,0.460358,0.005556,25,5,0,111.25975036621094,-572.3374295954941
273,1171200,576000,0.329133,2.121823,0.402685,0.016667,26,5,0,12.402571678161621,-572.3374295954941
274,1171200,672000,0.375000,2.009249,0.460358,0.005556,26,8,0,116.03144836425781,-572.0040962621607
