episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,loss,reward
1,710400,1036800,0.414594, 1.329930, 0.458015, 0.005556, 26,[0, 0], 0,0
2,710400,1036800,0.000000, 1.416667, 0.256776, 0.016667, 26,[2, 0], 0,-578.762928827445
3,710400,1113600,0.333333, 2.166667, 0.460358, 0.011111, 26,[2, 2], 0,-578.762928827445
4,710400,1785600,0.666667, 2.500000, 0.486486, 0.000000, 26,[2, 2], 0,-583.0640040962621
5,710400,1036800,0.418138, 1.171930, 0.442260, 0.011111, 25,[1, 1], 0,-620.6984126984127
6,710400,1036800,1.500000, 2.333333, 0.327273, 0.005556, 25,[0, 0], 0,-579.0962621607782
7,710400,1036800,0.392888, 1.346441, 0.411899, 0.005556, 25,[1, 1], [1156.4345703125, 1157.30908203125, 1156.68798828125],-579.0962621607782
8,710400,1036800,0.374510, 1.374650, 0.452261, 0.000000, 26,[2, 0], [1156.4429931640625, 1165.284423828125, 1155.87353515625],-579.0962621607782
9,710400,1113600,0.399676, 1.300915, 0.322581, 0.000000, 26,[0, 1], [1155.87353515625, 1155.7705078125, 1155.200439453125],-578.762928827445
10,710400,1785600,0.333333, 1.833333, 0.454545, 0.005556, 26,[2, 1], [1155.8525390625, 1154.469970703125, 1154.87939453125],-583.0640040962621
11,710400,1036800,0.356349, 1.266838, 0.454545, 0.005556, 26,[0, 2], [1237.1414794921875, 1158.423095703125, 1150.0958251953125],-620.6984126984127
12,710400,1785600,0.323529, 1.297867, 0.358566, 0.005556, 25,[1, 0], [1153.590087890625, 1233.237548828125, 1148.3798828125],-578.762928827445
13,710400,1632000,0.333333, 1.833333, 0.437956, 0.005556, 26,[2, 1], [1148.145263671875, 1148.218994140625, 1150.1121826171875],-621.031746031746
14,710400,1036800,0.000000, 1.166667, 0.440098, 0.005556, 26,[1, 0], [1154.71337890625, 1228.98876953125, 1209.277587890625],-612.0962621607782
15,710400,1036800,0.333333, 1.833333, 0.469974, 0.000000, 26,[1, 0], [1148.53955078125, 1143.4013671875, 1146.676513671875],-578.762928827445
16,710400,1036800,0.336522, 1.360525, 0.283019, 0.005556, 26,[1, 0], [1229.195068359375, 1142.38330078125, 1139.119873046875],-578.762928827445
17,710400,1785600,0.322750, 1.230718, 0.191083, 0.005556, 25,[2, 0], [1137.645751953125, 1143.8004150390625, 1150.51708984375],-578.762928827445
18,710400,1036800,0.328218, 1.424501, 0.476190, 0.005556, 26,[0, 1], [1148.258056640625, 1142.051025390625, 1217.054931640625],-621.031746031746
19,710400,1708800,0.395818, 1.361043, 0.478723, 0.000000, 26,[0, 2], [1135.2998046875, 1146.363037109375, 1215.020751953125],-578.762928827445
20,710400,1036800,0.583333, 1.500000, 0.448878, 0.000000, 26,[1, 0], [1144.282958984375, 1132.07958984375, 1194.83447265625],-616.3973374295955
21,710400,1305600,0.382194, 1.303466, 0.266667, 0.022222, 26,[1, 0], [1130.8514404296875, 1204.369384765625, 1136.5037841796875],-578.762928827445
22,1286400,1209600,0.375312, 1.280800, 0.249307, 0.022222, 26,[1, 2], [1217.388916015625, 1126.2138671875, 1151.8857421875],-593.8166922683051
23,1612800,1305600,0.000000, 1.666667, 0.421546, 0.027778, 26,[2, 1], [1113.443115234375, 1214.2919921875, 1139.105224609375],-612.2498719918075
24,710400,1036800,0.333333, 1.500000, 0.424528, 0.005556, 25,[0, 0], [1132.769287109375, 1202.543212890625, 1137.9755859375],-631.1182795698925
25,710400,1785600,0.331019, 1.259870, 0.346154, 0.005556, 26,[1, 0], [1209.542236328125, 1129.10400390625, 1113.581787109375],-579.0962621607782
26,710400,1785600,0.000000, 2.166667, 0.460358, 0.011111, 26,[1, 1], [1178.828369140625, 1222.048828125, 1100.964111328125],-620.6984126984127
