episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,aloss,closs,reward
64,1171200,672000,0.000000,2.166667,0.473684,0.016667,26,8,0,6257.7763671875,-562.4802867383512
65,1171200,576000,0.000000,1.933333,0.264317,0.005556,26,5,0,2040.9063720703125,-577.3804403481822
66,940800,576000,0.250000,2.916667,0.476190,0.000000,26,4,0,2859.57958984375,-572.0040962621607
67,1171200,576000,0.000000,nan,0.371134,0.027778,26,2,0,1683.378173828125,-562.4802867383512
68,940800,576000,0.250000,3.083333,0.486486,0.000000,26,1,0,657.6482543945312,-572.0040962621607
69,1171200,576000,0.900000,2.700000,0.126582,0.011111,26,2,0,310915.75,-562.4802867383512
70,710400,672000,0.333333,nan,0.478723,0.000000,26,6,0,321525.96875,-572.0040962621607
71,940800,672000,0.583333,3.000000,0.486486,0.000000,26,7,0,306101.03125,-558.3328213005632
72,940800,576000,0.000000,3.166667,0.478723,0.005556,26,1,0,316613.4375,-567.8566308243727
73,1171200,576000,1.500000,3.000000,0.472441,0.000000,26,5,0,310470.4375,-562.4802867383512
74,710400,576000,0.750000,2.200000,0.486486,0.000000,26,3,0,321045.84375,-572.0040962621607
75,1171200,576000,0.250000,3.216667,0.480000,0.005556,26,2,0,299695.09375,-552.9564772145417
76,1171200,576000,0.250000,3.666667,0.469974,0.005556,26,5,0,320776.78125,-572.0040962621607
77,940800,576000,0.000000,3.416667,0.361446,0.005556,26,4,0,320637.6875,-572.0040962621607
78,940800,576000,0.000000,3.333333,0.489130,0.000000,26,4,0,309803.59375,-562.4802867383512
79,710400,576000,0.200000,3.083333,0.476190,0.005556,26,0,0,309662.78125,-562.4802867383512
80,940800,672000,0.250000,2.583333,0.471204,0.005556,26,7,0,299014.1875,-552.9564772145417
81,940800,672000,0.000000,2.666667,0.077720,0.005556,26,7,0,315387.1875,-567.8566308243727
82,1171200,576000,0.000000,2.500000,0.487805,0.005556,26,5,0,315241.8125,-567.8566308243727
83,1171200,576000,0.200000,2.966667,0.454545,0.005556,26,2,0,319769.125,-572.0040962621607
84,1171200,576000,0.333333,1.600000,0.490463,0.000000,26,5,0,319621.4375,-572.0040962621607
85,710400,576000,0.000000,nan,0.480000,0.005556,26,3,0,319473.34375,-572.0040962621607
86,940800,576000,0.333333,2.166667,0.448878,0.005556,26,1,0,298160.71875,-552.9564772145417
87,940800,576000,0.000000,1.500000,0.473684,0.000000,26,1,0,308506.6875,-562.4802867383512
88,940800,672000,0.000000,2.004762,0.481283,0.005556,26,7,0,308361.34375,-562.4802867383512
89,940800,672000,0.000000,3.083333,0.485175,0.000000,26,7,0,314214.71875,-567.8566308243727
90,940800,672000,0.000000,3.166667,0.461538,0.000000,26,7,0,314068.375,-567.8566308243727
91,710400,576000,0.000000,1.750000,0.483871,0.005556,26,3,0,313922.25,-567.8566308243727
92,940800,576000,0.500000,2.666667,0.490463,0.000000,26,1,0,297305.625,-552.9564772145417
93,1171200,672000,0.000000,1.333333,0.485175,0.000000,26,8,0,307638.40625,-562.4802867383512
94,710400,672000,0.000000,0.500000,0.375783,0.000000,26,6,0,324241.96875,-577.3804403481822
95,710400,672000,0.750000,2.400000,0.467532,0.005556,26,6,0,302770.4375,-558.3328213005632
96,940800,576000,0.250000,2.450000,0.156658,0.038889,26,1,0,302628.84375,-558.3328213005632
97,710400,576000,0.200000,2.833333,0.490463,0.000000,26,3,0,307067.09375,-562.4802867383512
98,1171200,576000,0.000000,2.750000,0.485175,0.000000,26,2,0,296463.625,-552.9564772145417
99,940800,576000,0.500000,3.166667,0.467532,0.000000,26,1,0,317425.21875,-572.0040962621607
100,710400,576000,0.500000,2.083333,0.490463,0.005556,26,0,0,306643.65625,-562.4802867383512
101,1171200,672000,0.583333,1.083333,0.446650,0.000000,26,8,0,296048.6875,-552.9564772145417
102,710400,672000,0.200000,2.366667,0.147541,0.022222,26,6,0,323080.03125,-577.3804403481822
103,710400,576000,0.000000,3.166667,0.483871,0.005556,26,0,0,301650.8125,-558.3328213005632
104,1171200,576000,0.500000,3.666667,0.487805,0.000000,26,2,0,295637.25,-552.9564772145417
105,710400,672000,0.000000,3.100000,0.461538,0.005556,26,6,0,316572.3125,-572.0040962621607
106,1171200,576000,0.250000,2.166667,0.461538,0.000000,26,5,0,301237.5625,-558.3328213005632
107,1171200,576000,0.000000,2.000000,0.423529,0.000000,26,2,0,316290.90625,-572.0040962621607
108,710400,576000,0.000000,2.000000,0.490463,0.000000,26,3,0,316150.53125,-572.0040962621607
109,710400,672000,0.200000,1.916667,0.477454,0.005556,26,6,0,294957.96875,-552.9564772145417
110,940800,576000,1.083333,3.200000,0.450000,0.000000,26,1,0,300690.3125,-558.3328213005632
111,940800,576000,1.000000,3.000000,0.467532,0.000000,26,1,0,305118.9375,-562.4802867383512
112,710400,576000,0.166667,3.150000,0.482574,0.011111,26,0,0,304982.15625,-562.4802867383512
113,940800,576000,0.000000,1.833333,0.478723,0.000000,26,1,0,294419.5625,-552.9564772145417
114,710400,576000,0.333333,1.666667,0.480000,0.000000,26,3,0,304709.3125,-562.4802867383512
115,1171200,576000,0.200000,1.600000,0.465116,0.011111,26,5,0,294151.96875,-552.9564772145417
116,710400,672000,0.000000,3.750000,0.432692,0.016667,26,6,0,315037.875,-572.0040962621607
117,1171200,576000,0.333333,3.666667,0.481283,0.005556,26,2,0,299743.09375,-558.3328213005632
118,1171200,672000,0.000000,2.000000,0.180361,0.044444,26,8,0,314761.6875,-572.0040962621607
119,940800,672000,0.333333,1.666667,0.489130,0.000000,26,7,0,320683.78125,-577.3804403481822
120,710400,576000,0.000000,3.000000,0.474934,0.000000,26,3,0,309850.6875,-567.8566308243727
121,940800,576000,0.333333,2.166667,0.318021,0.005556,26,1,0,293350.90625,-552.9564772145417
122,710400,672000,0.000000,1.733333,0.474934,0.000000,26,6,0,303622.46875,-562.4802867383512
123,1171200,672000,0.500000,3.166667,0.226131,0.044444,26,8,0,298934.28125,-558.3328213005632
124,710400,576000,0.000000,2.833333,0.490463,0.000000,26,0,0,319986.40625,-577.3804403481822
125,940800,576000,0.285714,3.000000,0.489130,0.000000,26,4,0,292817.375,-552.9564772145417
126,940800,576000,0.500000,3.333333,0.482574,0.005556,26,1,0,303079.5625,-562.4802867383512
127,940800,672000,0.000000,2.916667,0.340909,0.011111,26,7,0,302943.875,-562.4802867383512
128,710400,576000,0.333333,1.500000,0.482574,0.005556,26,3,0,308754.0,-567.8566308243727
129,1171200,576000,0.000000,nan,0.471204,0.005556,26,5,0,292283.71875,-552.9564772145417
130,1171200,672000,0.000000,2.000000,0.485175,0.000000,26,8,0,313103.90625,-572.0040962621607
131,940800,576000,0.000000,2.333333,0.437956,0.000000,26,1,0,319009.78125,-577.3804403481822
132,940800,576000,0.000000,2.416667,0.487805,0.000000,26,1,0,302263.78125,-562.4802867383512
133,710400,672000,0.500000,2.900000,0.468750,0.000000,26,6,0,302127.21875,-562.4802867383512
134,710400,576000,0.333333,2.338095,0.477454,0.000000,26,3,0,297449.34375,-558.3328213005632
135,1171200,576000,0.200000,1.316667,0.482574,0.011111,26,5,0,291479.5,-552.9564772145417
136,1171200,672000,0.142857,2.071429,0.476190,0.000000,26,8,0,312270.53125,-572.0040962621607
137,1171200,576000,0.333333,2.285714,0.439024,0.005556,26,5,0,318167.40625,-577.3804403481822
138,1171200,576000,0.200000,2.066667,0.468750,0.005556,25,2,0,311991.1875,-572.0040962621607
139,710400,576000,0.142857,1.211905,0.277350,0.011111,25,3,0,312223.25,-572.3374295954941
140,1171200,576000,0.166667,2.933333,0.490463,0.000000,25,2,0,291163.71875,-553.289810547875
141,1171200,576000,0.666667,2.321429,0.455696,0.005556,25,2,0,311941.875,-572.3374295954941
142,940800,672000,0.583333,1.833333,0.459184,0.005556,26,7,0,311800.78125,-572.3374295954941
143,710400,576000,0.166667,1.119048,0.203620,0.038889,26,0,0,306676.4375,-567.8566308243727
144,1171200,576000,0.000000,3.200000,0.428571,0.000000,26,2,0,290258.65625,-552.9564772145417
145,940800,672000,0.450000,3.666667,0.453401,0.011111,26,7,0,311003.84375,-572.0040962621607
146,1171200,672000,0.000000,2.166667,0.489130,0.000000,26,8,0,306254.09375,-567.8566308243727
147,940800,576000,0.250000,2.100000,0.487805,0.000000,25,4,0,316741.90625,-577.3804403481822
148,710400,672000,0.200000,1.650000,0.487805,0.011111,25,6,0,300417.0,-562.8136200716846
149,710400,672000,0.000000,2.333333,0.483871,0.005556,25,6,0,295747.84375,-558.6661546338966
150,1171200,672000,0.400000,2.791667,0.478723,0.000000,25,8,0,295607.84375,-558.6661546338966
151,940800,672000,0.366667,1.500000,0.490463,0.000000,25,7,0,316537.90625,-577.7137736815156
152,940800,672000,0.600000,2.125000,0.334572,0.005556,25,7,0,305768.78125,-568.1899641577061
153,940800,576000,0.285714,2.635714,0.478723,0.005556,25,1,0,305625.0,-568.1899641577061
154,1171200,576000,0.411111,3.523810,0.490463,0.005556,25,2,0,299566.75,-562.8136200716846
155,710400,576000,0.533333,2.700000,0.474934,0.000000,26,3,0,309937.25,-572.3374295954941
156,710400,576000,0.000000,3.150000,0.467532,0.005556,26,3,0,288592.375,-552.9564772145417
157,710400,672000,0.250000,3.100000,0.454545,0.000000,26,6,0,288451.34375,-552.9564772145417
158,940800,672000,0.000000,3.407143,0.476190,0.000000,26,7,0,294112.71875,-558.3328213005632
159,710400,576000,0.000000,2.300000,0.482574,0.000000,26,0,0,304388.0,-567.8566308243727
160,710400,576000,0.250000,2.000000,0.474934,0.000000,25,3,0,288026.78125,-552.9564772145417
161,710400,672000,0.250000,1.333333,0.486486,0.000000,25,6,0,288242.4375,-553.289810547875
162,710400,576000,0.000000,nan,0.486486,0.000000,25,3,0,293900.375,-558.6661546338966
163,940800,576000,0.250000,2.266667,0.458015,0.005556,25,4,0,287957.15625,-553.289810547875
164,1171200,576000,0.000000,2.369048,0.447761,0.011111,25,2,0,298123.46875,-562.8136200716846
165,940800,576000,0.200000,1.683333,0.477454,0.005556,25,4,0,308465.59375,-572.3374295954941
166,710400,576000,0.916667,1.833333,0.474934,0.005556,25,3,0,297830.40625,-562.8136200716846
167,1171200,576000,0.833333,2.125000,0.211020,0.000000,25,5,0,287381.1875,-553.289810547875
168,710400,576000,0.392857,2.964286,0.480000,0.005556,25,3,0,308015.71875,-572.3374295954941
169,940800,672000,0.166667,2.047619,0.315236,0.000000,26,7,0,287090.0,-553.289810547875
170,1171200,576000,0.333333,1.604762,0.472441,0.000000,26,2,0,302762.03125,-567.8566308243727
171,940800,576000,0.833333,2.133333,0.465116,0.000000,26,4,0,307191.3125,-572.0040962621607
172,710400,672000,0.333333,2.466667,0.490463,0.000000,26,6,0,296574.65625,-562.4802867383512
173,1171200,576000,0.166667,1.707143,0.434783,0.005556,26,2,0,291924.875,-558.3328213005632
174,710400,576000,0.400000,1.666667,0.471204,0.000000,26,3,0,306731.0625,-572.0040962621607
175,710400,672000,0.000000,1.250000,0.490463,0.000000,26,6,0,285846.09375,-552.9564772145417
176,710400,576000,0.333333,2.716667,0.161871,0.038889,26,3,0,291472.65625,-558.3328213005632
177,1171200,576000,0.333333,3.166667,0.376569,0.000000,26,5,0,285546.21875,-552.9564772145417
178,710400,576000,0.142857,2.071429,0.468750,0.000000,25,0,0,306109.875,-572.0040962621607
179,940800,576000,0.533333,1.428571,0.489130,0.000000,25,4,0,285600.34375,-553.289810547875
180,710400,672000,0.472222,2.825397,0.455696,0.005556,25,6,0,295715.84375,-562.8136200716846
181,940800,672000,0.285714,1.583333,0.489130,0.005556,25,7,0,291068.21875,-558.6661546338966
182,710400,672000,0.250000,1.166667,0.483871,0.005556,25,6,0,301277.90625,-568.1899641577061
183,710400,576000,0.250000,2.236111,0.463918,0.011111,25,0,0,290758.1875,-558.6661546338966
184,940800,576000,0.000000,2.500000,0.480000,0.005556,25,1,0,284834.59375,-553.289810547875
185,1171200,576000,0.166667,2.242857,0.448878,0.000000,26,2,0,294933.3125,-562.8136200716846
186,1171200,576000,0.200000,1.633333,0.477454,0.000000,26,5,0,304839.0625,-572.0040962621607
187,940800,576000,0.166667,2.171429,0.480000,0.005556,26,1,0,304677.0625,-572.0040962621607
188,1171200,576000,0.952381,3.073810,0.477454,0.011111,26,2,0,294093.78125,-562.4802867383512
189,940800,672000,0.333333,1.833333,0.489130,0.000000,26,7,0,304350.40625,-572.0040962621607
190,710400,672000,0.000000,nan,0.441176,0.016667,26,6,0,299628.0,-567.8566308243727
191,1171200,576000,0.500000,1.900000,0.232258,0.044444,26,5,0,289131.03125,-558.3328213005632
192,710400,576000,0.400000,2.200000,0.486486,0.000000,26,3,0,303854.21875,-572.0040962621607
193,1171200,576000,0.000000,2.766667,0.440098,0.000000,26,5,0,283056.59375,-552.9564772145417
194,940800,672000,0.333333,nan,0.462725,0.000000,26,7,0,303519.8125,-572.0040962621607
195,940800,576000,0.000000,2.666667,0.480000,0.000000,26,1,0,298800.03125,-567.8566308243727
196,940800,576000,0.000000,0.500000,0.420561,0.005556,26,1,0,292784.875,-562.4802867383512
197,710400,576000,0.333333,nan,0.489130,0.000000,26,3,0,292617.875,-562.4802867383512
198,710400,576000,0.583333,2.416667,0.480000,0.000000,25,0,0,282240.1875,-552.9564772145417
199,940800,672000,0.000000,1.500000,0.478723,0.000000,25,7,0,282429.125,-553.289810547875
200,1171200,576000,0.000000,2.000000,0.455696,0.011111,25,2,0,298317.78125,-568.1899641577061
201,710400,576000,0.333333,2.333333,0.480000,0.000000,25,3,0,302692.84375,-572.3374295954941
202,710400,576000,0.000000,2.083333,0.483871,0.005556,25,0,0,281928.84375,-553.289810547875
203,710400,576000,0.000000,2.750000,0.466321,0.005556,25,3,0,281760.625,-553.289810547875
204,1171200,576000,0.000000,3.416667,0.468750,0.005556,25,2,0,281591.84375,-553.289810547875
205,1171200,672000,0.200000,2.416667,0.480000,0.005556,26,8,0,301994.59375,-572.3374295954941
206,940800,672000,0.250000,1.500000,0.432692,0.011111,26,7,0,307384.5625,-577.3804403481822
207,710400,672000,0.333333,2.166667,0.118499,0.061111,26,6,0,296738.40625,-567.8566308243727
208,1171200,576000,0.200000,2.333333,0.390456,0.005556,26,2,0,286278.8125,-558.3328213005632
209,710400,672000,0.250000,2.883333,0.489130,0.005556,26,6,0,300915.9375,-572.0040962621607
210,710400,672000,0.000000,nan,0.486486,0.000000,26,6,0,285927.8125,-558.3328213005632
211,940800,576000,0.000000,2.166667,0.489130,0.005556,26,1,0,285751.0625,-558.3328213005632
212,940800,576000,0.250000,2.666667,0.466321,0.005556,25,4,0,290023.53125,-562.4802867383512
213,1171200,576000,0.833333,2.333333,0.439024,0.000000,25,5,0,290202.90625,-562.8136200716846
214,710400,576000,0.000000,1.833333,0.486486,0.000000,25,3,0,300370.84375,-572.3374295954941
215,940800,672000,0.000000,1.333333,0.472441,0.000000,25,7,0,279676.5,-553.289810547875
216,1171200,576000,0.250000,2.333333,0.205950,0.005556,25,2,0,295474.0625,-568.1899641577061
217,710400,672000,0.500000,3.333333,0.458015,0.005556,25,6,0,299813.46875,-572.3374295954941
218,940800,672000,0.000000,1.500000,0.482574,0.000000,25,7,0,284845.75,-558.6661546338966
219,940800,576000,0.250000,3.000000,0.489130,0.000000,25,4,0,294915.09375,-568.1899641577061
220,1171200,576000,0.000000,2.500000,0.486486,0.000000,25,2,0,288918.1875,-562.8136200716846
221,1171200,576000,0.500000,2.833333,0.480000,0.005556,26,2,0,299056.5625,-572.3374295954941
222,940800,576000,0.333333,2.000000,0.485175,0.000000,26,4,0,298500.4375,-572.0040962621607
223,1171200,576000,0.333333,1.000000,0.486486,0.000000,26,2,0,287994.8125,-562.4802867383512
224,940800,576000,1.083333,1.750000,0.079156,0.000000,26,4,0,298113.65625,-572.0040962621607
225,940800,576000,0.500000,3.333333,0.480000,0.005556,26,1,0,287612.78125,-562.4802867383512
226,940800,672000,0.250000,2.583333,0.486486,0.000000,26,7,0,287420.34375,-562.4802867383512
227,1171200,576000,0.000000,3.250000,0.480000,0.000000,26,2,0,293018.6875,-567.8566308243727
228,940800,576000,0.750000,3.000000,0.483871,0.000000,26,4,0,297328.1875,-572.0040962621607
229,710400,672000,0.500000,4.000000,0.177165,0.000000,26,6,0,286837.0,-562.4802867383512
230,710400,576000,0.250000,2.766667,0.478723,0.011111,25,3,0,282216.78125,-558.3328213005632
231,1171200,672000,0.200000,2.766667,0.504202,0.005556,25,8,0,276690.25,-553.289810547875
232,940800,672000,0.000000,nan,0.466321,0.005556,25,7,0,302778.03125,-577.7137736815156
233,940800,576000,0.333333,3.500000,0.459184,0.000000,25,4,0,292186.375,-568.1899641577061
234,940800,576000,0.500000,3.500000,0.486486,0.000000,25,1,0,286202.40625,-562.8136200716846
235,710400,576000,0.000000,2.666667,0.465116,0.005556,25,0,0,286000.96875,-562.8136200716846
236,1171200,672000,0.450000,3.466667,0.346154,0.016667,25,8,0,275706.40625,-553.289810547875
237,940800,672000,0.000000,3.500000,0.482574,0.005556,25,7,0,301743.15625,-577.7137736815156
238,1171200,576000,0.250000,2.916667,0.477454,0.016667,26,2,0,291164.1875,-568.1899641577061
239,710400,672000,0.000000,1.333333,0.429594,0.000000,26,6,0,295085.6875,-572.0040962621607
240,710400,576000,0.000000,1.500000,0.467532,0.005556,26,0,0,280214.3125,-558.3328213005632
241,940800,576000,0.000000,2.333333,0.462725,0.000000,26,1,0,274347.25,-552.9564772145417
242,1171200,576000,0.200000,2.500000,0.469974,0.005556,26,2,0,284206.4375,-562.4802867383512
243,940800,576000,0.000000,3.333333,0.480000,0.000000,26,1,0,294238.5625,-572.0040962621607
244,1171200,576000,0.000000,4.000000,0.476190,0.011111,26,2,0,283786.46875,-562.4802867383512
245,940800,672000,0.250000,2.583333,0.485175,0.000000,26,7,0,293808.65625,-572.0040962621607
246,710400,576000,0.000000,3.150000,0.490463,0.000000,26,0,0,289114.40625,-567.8566308243727
247,940800,576000,0.000000,3.166667,0.207612,0.050000,26,1,0,273102.5625,-552.9564772145417
248,1171200,576000,0.500000,2.666667,0.482574,0.005556,26,2,0,282932.4375,-562.4802867383512
249,1171200,576000,0.000000,2.500000,0.472441,0.011111,26,2,0,292935.03125,-572.0040962621607
250,940800,576000,0.000000,0.333333,0.305085,0.005556,26,1,0,292713.6875,-572.0040962621607
251,940800,576000,0.000000,3.500000,0.441176,0.000000,26,4,0,282280.25,-562.4802867383512
252,940800,672000,0.000000,nan,0.478723,0.000000,26,7,0,282060.4375,-562.4802867383512
253,940800,576000,0.000000,2.283333,0.468750,0.011111,26,4,0,287576.90625,-567.8566308243727
254,710400,576000,0.250000,3.250000,0.393013,0.033333,26,0,0,281617.4375,-562.4802867383512
255,1171200,576000,0.250000,3.600000,0.456853,0.005556,26,5,0,271380.84375,-552.9564772145417
256,940800,576000,0.500000,4.000000,0.466321,0.005556,26,4,0,291361.21875,-572.0040962621607
257,940800,576000,0.000000,1.833333,0.490463,0.000000,26,4,0,280945.03125,-562.4802867383512
258,1171200,576000,0.000000,2.683333,0.486486,0.000000,26,5,0,280718.625,-562.4802867383512
259,710400,576000,0.333333,2.333333,0.480000,0.005556,26,3,0,290669.65625,-572.0040962621607
260,1171200,576000,1.000000,1.916667,0.489130,0.000000,26,2,0,270268.9375,-552.9564772145417
261,940800,672000,1.166667,3.166667,0.149378,0.050000,26,7,0,290202.5625,-572.0040962621607
262,710400,576000,0.400000,2.333333,0.483871,0.005556,26,0,0,285517.625,-567.8566308243727
263,710400,672000,0.400000,2.916667,0.486486,0.000000,26,6,0,269587.71875,-552.9564772145417
264,1171200,576000,0.000000,2.666667,0.467532,0.000000,26,2,0,274968.125,-558.3328213005632
265,940800,576000,0.000000,0.666667,0.476190,0.000000,26,1,0,289254.15625,-572.0040962621607
266,940800,576000,0.333333,2.333333,0.456853,0.005556,26,4,0,278864.6875,-562.4802867383512
267,940800,672000,0.000000,nan,0.482574,0.005556,26,7,0,278627.59375,-562.4802867383512
268,710400,576000,0.000000,3.333333,0.487805,0.000000,26,0,0,284091.59375,-567.8566308243727
269,940800,576000,0.000000,1.666667,0.468750,0.000000,26,4,0,268194.65625,-552.9564772145417
270,940800,672000,0.400000,2.850000,0.463918,0.016667,26,7,0,277909.15625,-562.4802867383512
271,1171200,576000,1.000000,2.500000,0.445545,0.000000,26,5,0,283362.4375,-567.8566308243727
272,710400,672000,1.333333,4.000000,0.483871,0.011111,26,6,0,287547.625,-572.0040962621607
273,710400,672000,0.000000,nan,0.333333,0.005556,26,6,0,272829.65625,-558.3328213005632
274,710400,576000,0.333333,1.666667,0.483871,0.005556,26,0,0,272585.84375,-558.3328213005632
275,940800,576000,0.000000,2.183333,0.472441,0.011111,26,4,0,266758.375,-552.9564772145417
276,1171200,672000,0.000000,nan,0.481283,0.005556,26,8,0,276439.3125,-562.4802867383512
277,710400,576000,0.000000,2.550000,0.490463,0.000000,26,0,0,292073.625,-577.3804403481822
278,940800,576000,0.000000,2.833333,0.398230,0.033333,26,4,0,266024.4375,-552.9564772145417
279,940800,672000,0.500000,2.833333,0.489130,0.005556,26,7,0,275687.75,-562.4802867383512
280,940800,576000,0.750000,2.750000,0.485175,0.000000,26,1,0,281106.8125,-567.8566308243727
281,940800,576000,1.000000,3.166667,0.446650,0.000000,26,1,0,275180.09375,-562.4802867383512
282,710400,672000,1.000000,nan,0.266667,0.033333,26,6,0,274924.28125,-562.4802867383512
