episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,aloss,closs,reward
64,710400,576000,0.312817,1.969247,0.463918,0.005556,26,3,0,20920.97265625,-577.3804403481822
65,940800,576000,0.338251,2.110677,0.328467,0.005556,26,4,0,9456.060546875,-552.9564772145417
66,710400,576000,0.350947,2.047941,0.471204,0.011111,26,0,0,9548.0478515625,-562.4802867383512
67,710400,576000,0.352922,2.025404,0.467532,0.011111,25,3,0,3207.44482421875,-552.9564772145417
68,710400,576000,0.309524,2.647619,0.486486,0.000000,25,3,0,2045.7869873046875,-553.289810547875
69,1171200,576000,0.387500,2.088062,0.460358,0.005556,25,2,0,870.0375366210938,-553.289810547875
70,710400,576000,0.433182,2.257603,0.466321,0.011111,26,3,0,12.93083667755127,-572.3374295954941
71,940800,576000,0.366249,2.130251,0.469974,0.005556,26,1,0,328.7701110839844,-552.9564772145417
72,710400,576000,0.374552,2.038499,0.455696,0.011111,25,0,0,767.0878295898438,-562.4802867383512
73,1171200,576000,0.382425,2.086803,0.455696,0.011111,25,2,0,1846.528564453125,-553.289810547875
74,1171200,576000,0.276786,2.108763,0.472441,0.011111,26,2,0,541.7352905273438,-572.3374295954941
75,940800,576000,0.315762,2.078929,0.469974,0.011111,26,4,0,2179.52880859375,-572.0040962621607
76,710400,576000,0.000000,2.100000,0.468750,0.005556,26,3,0,3715.975341796875,-562.4802867383512
77,710400,576000,0.337472,2.081026,0.474934,0.000000,25,0,0,5084.73291015625,-552.9564772145417
78,1171200,576000,0.325092,2.097690,0.406321,0.016667,25,5,0,2903.778564453125,-553.289810547875
79,710400,576000,0.280845,2.009024,0.296540,0.038889,26,0,0,2840.615478515625,-572.3374295954941
80,1171200,576000,0.330018,2.086511,0.171265,0.050000,26,5,0,7176.52197265625,-552.9564772145417
81,940800,576000,0.517857,3.440476,0.458015,0.011111,26,4,0,2217.1201171875,-572.0040962621607
82,1171200,576000,0.274110,2.060383,0.314685,0.016667,26,2,0,5398.31201171875,-562.4802867383512
83,940800,672000,0.293175,1.963159,0.442260,0.027778,25,7,0,25368.26171875,-572.0040962621607
84,1171200,672000,0.337508,1.858272,0.382979,0.011111,26,8,0,2878.731201171875,-568.1899641577061
85,1171200,576000,0.166667,1.982143,0.473684,0.011111,26,5,0,866.4370727539062,-577.3804403481822
86,710400,576000,0.334980,2.046146,0.452261,0.005556,25,3,0,885.5673828125,-572.0040962621607
87,940800,576000,0.319580,2.170033,0.455696,0.011111,25,1,0,1445.8096923828125,-553.289810547875
88,1171200,672000,0.316287,1.932173,0.443350,0.016667,26,8,0,582.2276611328125,-562.8136200716846
89,710400,576000,0.222222,2.723810,0.385439,0.022222,26,0,0,234.40350341796875,-577.3804403481822
90,710400,576000,0.345897,2.049328,0.444444,0.022222,26,3,0,749.6145629882812,-552.9564772145417
91,710400,576000,0.359307,2.146773,0.473684,0.011111,26,0,0,2915.93408203125,-552.9564772145417
92,940800,672000,0.265784,1.995359,0.435835,0.011111,26,7,0,134.29335021972656,-552.9564772145417
93,710400,576000,0.386456,2.167283,0.441176,0.011111,26,3,0,6.181827545166016,-567.8566308243727
94,1171200,576000,0.296732,2.020058,0.477454,0.005556,25,5,0,0.9779065847396851,-552.9564772145417
95,1171200,576000,0.226415,2.013801,0.461538,0.005556,25,2,0,207.65084838867188,-572.3374295954941
96,1171200,576000,0.324742,1.981726,0.462725,0.005556,26,5,0,553.2573852539062,-572.3374295954941
97,1171200,672000,0.266120,1.985339,0.463918,0.005556,26,8,0,904.6201782226562,-572.0040962621607
98,1171200,576000,0.291688,1.979643,0.444444,0.016667,25,5,0,1160.4451904296875,-577.3804403481822
99,710400,576000,0.221367,2.094913,0.462725,0.011111,26,3,0,908.8583374023438,-572.3374295954941
100,710400,576000,0.268468,2.106298,0.214286,0.022222,26,3,0,212.87245178222656,-552.9564772145417
101,940800,672000,0.316126,2.025592,0.151771,0.022222,26,7,0,379.7621765136719,-552.9564772145417
102,940800,576000,0.250374,1.988095,0.330275,0.005556,26,4,0,998.4967651367188,-567.8566308243727
103,710400,672000,0.459743,2.008466,0.452261,0.011111,25,6,0,437.40057373046875,-562.4802867383512
104,710400,672000,0.391089,1.880999,0.433735,0.027778,26,6,0,602.0008544921875,-558.6661546338966
105,1171200,576000,0.298337,2.058450,0.411899,0.011111,25,2,0,207.63853454589844,-558.3328213005632
106,710400,576000,0.285714,2.761905,0.466321,0.000000,25,3,0,1364.428466796875,-572.3374295954941
107,1171200,576000,0.285463,2.081232,0.447761,0.011111,26,2,0,23.938514709472656,-553.289810547875
108,710400,672000,0.327538,2.020058,0.465116,0.000000,26,6,0,110.79926300048828,-572.0040962621607
109,940800,576000,0.284215,2.110785,0.446650,0.016667,26,4,0,25.26375389099121,-558.3328213005632
110,940800,576000,0.336410,2.183595,0.460358,0.016667,26,1,0,239.61468505859375,-562.4802867383512
111,940800,576000,0.328066,2.551168,0.455696,0.011111,26,4,0,82.07249450683594,-562.4802867383512
112,1171200,576000,0.275995,2.031656,0.450000,0.011111,26,2,0,0.3520318865776062,-562.4802867383512
113,940800,576000,0.351833,2.083578,0.443350,0.011111,26,4,0,171.7917022705078,-572.0040962621607
114,940800,576000,0.389076,2.145804,0.482574,0.000000,25,4,0,32.00421142578125,-562.4802867383512
115,1171200,672000,0.281818,1.795013,0.424528,0.000000,26,8,0,7.262735366821289,-562.8136200716846
116,940800,576000,0.324476,1.986530,0.466321,0.044444,26,1,0,135.87954711914062,-577.3804403481822
117,940800,576000,0.166667,1.333333,0.452261,0.011111,26,1,0,183.5509033203125,-562.4802867383512
118,710400,672000,0.318335,2.108523,0.448878,0.022222,26,6,0,38.006202697753906,-562.4802867383512
119,940800,576000,0.378734,1.959456,0.473684,0.005556,26,4,0,2335.117919921875,-558.3328213005632
120,940800,576000,0.166667,2.166667,0.460358,0.022222,26,1,0,7.7075371742248535,-562.4802867383512
121,710400,672000,0.274728,2.056594,0.460358,0.011111,25,6,0,2.5663524866104126e-05,-562.4802867383512
122,1171200,576000,0.396867,2.037922,0.453401,0.005556,26,2,0,59.77241516113281,-558.6661546338966
123,1171200,576000,0.378638,2.047888,0.385439,0.044444,26,5,0,69.038818359375,-572.0040962621607
124,940800,576000,0.375000,3.190476,0.454545,0.016667,26,4,0,27.517658233642578,-572.0040962621607
125,1171200,576000,0.351196,2.112693,0.462725,0.005556,25,5,0,244.2913360595703,-562.4802867383512
126,710400,672000,0.404895,1.906723,0.462725,0.011111,26,6,0,5252.87841796875,-572.3374295954941
127,1171200,576000,0.423615,2.024600,0.468750,0.016667,26,2,0,439.7473449707031,-558.3328213005632
128,940800,576000,0.356512,2.087357,0.446650,0.000000,26,4,0,90.73888397216797,-572.0040962621607
129,710400,576000,0.419744,2.159544,0.448878,0.022222,25,3,0,177.412841796875,-562.4802867383512
130,940800,576000,0.449543,2.088629,0.455696,0.011111,26,1,0,291.12890625,-553.289810547875
131,710400,576000,0.166667,2.004762,0.365112,0.005556,26,0,0,67.17414855957031,-562.4802867383512
132,940800,576000,0.378603,2.101228,0.482574,0.005556,26,4,0,356.3577880859375,-552.9564772145417
133,940800,576000,0.366430,2.166001,0.465116,0.011111,26,1,0,257.22216796875,-562.4802867383512
134,940800,576000,0.000000,2.066667,0.346821,0.005556,25,1,0,11.928709030151367,-562.4802867383512
135,940800,576000,0.380531,2.096690,0.458015,0.005556,26,4,0,26.6845645904541,-562.8136200716846
136,1171200,576000,0.318260,2.086827,0.467532,0.005556,26,5,0,420.31256103515625,-562.4802867383512
137,1171200,576000,0.313833,2.100960,0.277778,0.044444,26,2,0,90.5064697265625,-572.0040962621607
138,940800,672000,0.428571,3.142857,0.454545,0.016667,26,7,0,80.61922454833984,-572.0040962621607
139,710400,672000,0.383863,1.878657,0.447761,0.022222,26,6,0,19.243301391601562,-567.8566308243727
140,1171200,672000,0.322394,1.860674,0.474934,0.005556,26,8,0,5142.3095703125,-558.3328213005632
141,1171200,576000,0.268273,1.887707,0.456853,0.011111,25,5,0,1016.3424682617188,-577.3804403481822
142,1171200,576000,0.304617,2.227812,0.453401,0.022222,25,2,0,516.2664184570312,-572.3374295954941
143,710400,576000,0.200000,2.533333,0.454545,0.011111,26,3,0,787.1921997070312,-572.3374295954941
144,710400,576000,0.364080,2.142920,0.443350,0.022222,26,3,0,185.67056274414062,-552.9564772145417
145,710400,576000,0.342341,2.148786,0.315789,0.022222,25,0,0,347.9873352050781,-552.9564772145417
146,1171200,576000,0.277751,2.080729,0.455696,0.016667,26,5,0,5.673142433166504,-553.289810547875
147,940800,576000,0.279895,2.264441,0.421546,0.011111,26,1,0,342.0332336425781,-572.0040962621607
148,1171200,672000,0.413587,1.792853,0.458015,0.005556,26,8,0,37.18587875366211,-562.4802867383512
149,710400,576000,0.358827,2.005581,0.074380,0.022222,25,0,0,207.51718139648438,-577.3804403481822
150,710400,576000,0.485259,2.071521,0.466321,0.011111,25,3,0,16.116912841796875,-553.289810547875
151,710400,672000,0.497941,2.054141,0.478723,0.000000,26,6,0,43.309478759765625,-553.289810547875
152,940800,576000,0.464286,2.040884,0.418605,0.011111,26,4,0,1.1767429113388062,-558.3328213005632
153,1171200,576000,0.329108,2.101852,0.069084,0.011050,26,2,0,1.2679606676101685,-562.4802867383512
154,940800,576000,0.367916,2.126537,0.460358,0.016667,26,4,0,120.94495391845703,-572.0040962621607
155,940800,672000,0.344554,1.960478,0.471204,0.011111,26,7,0,0.9489119052886963,-562.4802867383512
156,710400,672000,0.430818,1.808566,0.466321,0.011111,26,6,0,25.034801483154297,-567.8566308243727
157,940800,576000,0.366673,1.892823,0.462725,0.000000,26,4,0,7.965183258056641,-558.3328213005632
158,940800,576000,0.348928,2.095159,0.465116,0.011111,25,4,0,250.5024871826172,-562.4802867383512
159,1171200,672000,0.166667,1.928571,0.439024,0.027778,25,8,0,136.60336303710938,-562.8136200716846
160,940800,576000,0.200000,2.500000,0.469974,0.005556,25,4,0,228.736083984375,-577.7137736815156
161,710400,576000,0.308850,2.184000,0.467532,0.016667,26,0,0,100.49132537841797,-562.8136200716846
162,710400,672000,0.377957,1.843539,0.450000,0.022222,25,6,0,886.403076171875,-552.9564772145417
163,1171200,672000,0.274303,1.859131,0.325497,0.005556,26,8,0,52.36532974243164,-558.6661546338966
164,1171200,576000,0.260537,2.086647,0.466321,0.011111,26,2,0,689.0529174804688,-577.3804403481822
165,940800,576000,0.271427,2.090886,0.458015,0.005556,25,1,0,189.03060913085938,-572.0040962621607
166,940800,576000,0.277707,2.016321,0.454545,0.011111,26,1,0,44.791255950927734,-562.8136200716846
167,1171200,672000,0.310582,1.974982,0.465116,0.011111,26,8,0,9.47861099243164,-562.4802867383512
168,710400,576000,0.313596,2.117588,0.444444,0.000000,26,3,0,204.4215850830078,-577.3804403481822
169,710400,672000,0.166667,1.383333,0.442260,0.016667,26,6,0,325.3659362792969,-552.9564772145417
170,710400,576000,0.436128,1.975012,0.166205,0.027778,25,3,0,90.66215515136719,-558.3328213005632
171,940800,576000,0.333333,1.671429,0.456853,0.000000,25,1,0,1170.262939453125,-553.289810547875
172,1171200,576000,0.257985,2.295256,0.468750,0.005556,26,2,0,6.404754638671875,-562.8136200716846
173,710400,576000,0.297335,2.115348,0.441176,0.016667,25,0,0,616.4297485351562,-572.0040962621607
174,710400,576000,0.333473,2.004859,0.473684,0.011111,26,3,0,1255.2152099609375,-553.289810547875
175,940800,576000,0.315842,2.078565,0.441176,0.027778,25,4,0,272.4151916503906,-552.9564772145417
176,710400,576000,0.319109,2.110117,0.447761,0.011111,26,0,0,6.275966644287109,-562.8136200716846
177,710400,576000,0.396263,2.086542,0.144695,0.050000,26,0,0,380.32855224609375,-552.9564772145417
178,710400,576000,0.380326,2.091546,0.330882,0.011111,25,3,0,295.9748229980469,-552.9564772145417
179,940800,576000,0.290541,2.076579,0.447761,0.016667,26,1,0,330.7718505859375,-553.289810547875
180,1171200,576000,0.257983,2.116739,0.472441,0.011111,26,5,0,37.085453033447266,-562.4802867383512
181,710400,576000,0.341064,1.991257,0.440098,0.011111,26,0,0,20.41623306274414,-572.0040962621607
182,1171200,672000,0.312468,1.929147,0.465116,0.005556,26,8,0,355.3998107910156,-552.9564772145417
183,710400,576000,0.000000,2.803571,0.446650,0.016667,26,0,0,398.1905212402344,-577.3804403481822
184,710400,576000,0.308907,2.104458,0.459184,0.005556,25,0,0,116.88507843017578,-552.9564772145417
185,940800,576000,0.365115,1.994638,0.435835,0.011111,25,1,0,1188.8353271484375,-553.289810547875
186,710400,576000,0.313710,2.129889,0.460358,0.016667,25,3,0,24.533447265625,-562.8136200716846
187,940800,672000,0.452381,2.238095,0.459184,0.022222,25,7,0,14.156497955322266,-553.289810547875
188,1171200,576000,0.266500,2.144937,0.465116,0.000000,26,2,0,135.81410217285156,-568.1899641577061
189,1171200,576000,0.259865,1.984063,0.422535,0.016667,25,2,0,17.904613494873047,-572.0040962621607
190,1171200,672000,0.266185,1.867698,0.473684,0.022222,26,8,0,84.83799743652344,-572.3374295954941
191,940800,576000,0.283398,1.954960,0.463918,0.000000,26,4,0,667.5618896484375,-577.3804403481822
192,1171200,576000,0.284450,2.023293,0.326087,0.016667,26,5,0,182.92628479003906,-562.4802867383512
193,710400,576000,0.234600,2.085067,0.473684,0.005556,26,3,0,591.079833984375,-572.0040962621607
194,710400,672000,0.281432,1.986790,0.451128,0.016667,25,6,0,18.714706420898438,-552.9564772145417
195,710400,576000,0.262562,1.938250,0.456853,0.011111,25,0,0,73.45130157470703,-558.6661546338966
196,940800,576000,0.331881,2.137096,0.474934,0.005556,25,1,0,14.862286567687988,-553.289810547875
197,940800,672000,0.287581,1.926240,0.460358,0.005556,25,7,0,375.62481689453125,-562.8136200716846
198,710400,576000,0.329438,1.991784,0.179641,0.005556,25,0,0,13.188901901245117,-568.1899641577061
199,1171200,576000,0.347386,2.033461,0.415704,0.022222,26,5,0,0.6631350517272949,-553.289810547875
200,940800,576000,0.267182,2.052535,0.468750,0.005556,26,4,0,343.1290283203125,-572.0040962621607
201,710400,672000,0.307063,1.996964,0.302521,0.011111,26,6,0,37.7290153503418,-562.4802867383512
202,1171200,576000,0.275902,1.892846,0.401786,0.022222,26,2,0,16.313533782958984,-558.3328213005632
203,1171200,576000,0.242937,2.058510,0.455696,0.016667,26,5,0,135.3265838623047,-572.0040962621607
204,940800,672000,0.196296,2.014637,0.380550,0.016667,25,7,0,145.4936065673828,-572.0040962621607
205,1171200,672000,0.237486,1.838863,0.466321,0.005556,26,8,0,2.392444610595703,-568.1899641577061
206,710400,672000,0.263049,1.854640,0.045767,0.055556,26,6,0,195.6378631591797,-577.3804403481822
207,710400,672000,0.327504,1.882073,0.461538,0.011111,26,6,0,12.756285667419434,-558.3328213005632
208,710400,576000,0.292900,1.983390,0.456853,0.016667,26,0,0,5.806793689727783,-558.3328213005632
209,940800,672000,0.244062,1.882912,0.454545,0.011111,26,7,0,81.22647857666016,-552.9564772145417
210,940800,576000,0.166667,2.166667,0.445545,0.016667,26,4,0,14.033218383789062,-567.8566308243727
211,1171200,576000,0.278792,2.020505,0.459184,0.016667,25,5,0,3.0428781509399414,-562.4802867383512
212,940800,576000,0.282811,2.056762,0.387931,0.011111,26,1,0,8.98060131072998,-572.3374295954941
213,1171200,576000,0.275978,1.993949,0.477454,0.005556,26,2,0,190.015380859375,-562.4802867383512
214,940800,672000,0.244962,1.867591,0.441176,0.027778,25,7,0,9.432816505432129,-572.0040962621607
215,710400,576000,0.261772,2.022970,0.450000,0.022222,26,3,0,55.49995422363281,-568.1899641577061
216,940800,576000,0.381838,2.089560,0.409091,0.016667,26,1,0,111.21468353271484,-552.9564772145417
217,1171200,672000,0.276915,1.979395,0.370370,0.044444,26,8,0,16.52424430847168,-562.4802867383512
218,1171200,672000,0.232143,1.813054,0.460358,0.005556,25,8,0,12.078424453735352,-577.3804403481822
219,1171200,576000,0.243197,1.993801,0.394737,0.011111,26,2,0,2.468374013900757,-577.7137736815156
220,710400,576000,0.245115,2.147717,0.447761,0.011111,26,3,0,95.91539001464844,-572.0040962621607
221,710400,576000,0.324074,1.990428,0.450000,0.005556,26,0,0,345.5845642089844,-552.9564772145417
222,940800,576000,0.355628,2.020927,0.417633,0.016667,25,4,0,323.20068359375,-552.9564772145417
223,710400,576000,0.364256,2.035801,0.097508,0.011111,26,0,0,1.7566279172897339,-562.8136200716846
224,940800,576000,0.392577,2.140067,0.469974,0.005556,26,1,0,298.2093200683594,-552.9564772145417
225,710400,576000,0.428571,2.266667,0.478723,0.011111,26,0,0,15.58427906036377,-562.4802867383512
226,1171200,576000,0.349834,2.032338,0.428571,0.005556,26,2,0,598.74658203125,-552.9564772145417
227,940800,576000,0.254902,2.028857,0.454545,0.016667,25,1,0,66.6539077758789,-572.0040962621607
228,710400,576000,0.355256,2.008700,0.453401,0.016667,26,3,0,43.39708709716797,-562.8136200716846
229,940800,576000,0.336163,2.086982,0.435835,0.022222,26,1,0,15.499099731445312,-552.9564772145417
230,710400,576000,0.353017,2.152856,0.444444,0.011111,26,3,0,55.158546447753906,-562.4802867383512
231,710400,576000,0.333333,2.266667,0.305085,0.005556,26,0,0,79.61510467529297,-552.9564772145417
232,710400,576000,0.350138,2.072629,0.474934,0.005556,25,0,0,55.320037841796875,-552.9564772145417
233,710400,576000,0.390392,2.270497,0.453401,0.027778,26,3,0,125.70975494384766,-553.289810547875
234,1171200,576000,0.287926,1.993839,0.441176,0.016667,25,2,0,3.785428047180176,-552.9564772145417
235,710400,576000,0.275145,2.039529,0.072464,0.033333,26,0,0,69.7853012084961,-572.3374295954941
236,940800,672000,0.313451,2.041923,0.205245,0.005556,25,7,0,10.753787994384766,-552.9564772145417
237,940800,672000,0.252096,1.865195,0.465116,0.005556,25,7,0,649.8018188476562,-568.1899641577061
238,710400,576000,0.426497,2.040036,0.471204,0.011111,26,3,0,293.6859436035156,-568.1899641577061
239,940800,576000,0.203704,1.953469,0.461538,0.011111,26,1,0,221.43089294433594,-552.9564772145417
240,1171200,576000,0.263415,2.062123,0.437956,0.016667,26,2,0,136.05604553222656,-562.4802867383512
241,940800,576000,0.237325,2.120988,0.453401,0.022222,26,1,0,990.0440673828125,-572.0040962621607
242,940800,672000,0.281755,1.854072,0.439024,0.011111,26,7,0,40.768348693847656,-562.4802867383512
243,1171200,576000,0.296296,1.861844,0.476190,0.011111,26,2,0,151.61569213867188,-567.8566308243727
244,1171200,576000,0.215643,2.051890,0.463918,0.022222,26,5,0,632.757080078125,-572.0040962621607
245,710400,576000,0.274038,2.064489,0.468750,0.000000,26,0,0,400.10986328125,-572.0040962621607
246,940800,672000,0.237229,1.962436,0.445545,0.016667,26,7,0,86.6340103149414,-552.9564772145417
247,940800,576000,0.215222,1.963670,0.445545,0.016667,26,4,0,80.52499389648438,-567.8566308243727
248,940800,576000,0.142857,2.952381,0.359281,0.022222,26,4,0,2.2167983055114746,-562.4802867383512
249,1171200,672000,0.185385,2.162671,0.453401,0.016667,26,8,0,12.172364234924316,-562.4802867383512
250,710400,672000,0.407581,1.932029,0.451128,0.016667,26,6,0,1622.2152099609375,-577.3804403481822
251,940800,672000,0.000000,2.266667,0.466321,0.016667,26,7,0,470.63360595703125,-558.3328213005632
252,1171200,576000,0.280344,1.969600,0.443350,0.016667,26,5,0,0.22138908505439758,-567.8566308243727
253,940800,672000,0.223322,2.068088,0.348162,0.011111,26,7,0,0.0028783120214939117,-572.0040962621607
254,710400,672000,0.310008,2.046574,0.444444,0.027778,25,6,0,2.135765314102173,-567.8566308243727
255,710400,672000,0.325649,1.900861,0.459184,0.011111,26,6,0,145.4214630126953,-558.6661546338966
256,940800,672000,0.337367,1.924589,0.437956,0.022222,26,7,0,83.644775390625,-558.3328213005632
257,710400,576000,0.290338,1.976877,0.204082,0.038889,25,3,0,67.11213684082031,-567.8566308243727
258,940800,672000,0.200000,2.404762,0.460358,0.011111,25,7,0,160.07872009277344,-553.289810547875
259,1171200,672000,0.236837,1.858325,0.463918,0.011111,26,8,0,121.018798828125,-568.1899641577061
260,940800,576000,0.259302,1.973618,0.478723,0.000000,26,4,0,74.56655883789062,-577.3804403481822
261,710400,672000,0.329773,2.155602,0.472441,0.011111,26,6,0,6.757334232330322,-562.4802867383512
262,940800,576000,0.166667,2.154762,0.315236,0.016667,26,4,0,1.8653651475906372,-558.3328213005632
263,940800,672000,0.254236,1.891289,0.453401,0.011111,26,7,0,93.20073699951172,-562.4802867383512
264,710400,576000,0.312690,1.973350,0.436893,0.016667,26,3,0,9.037758827209473,-567.8566308243727
265,710400,576000,0.381354,2.126971,0.439024,0.016667,26,0,0,8.510623931884766,-552.9564772145417
266,1171200,576000,0.337838,2.120654,0.090817,0.022222,26,5,0,5.735826015472412,-552.9564772145417
267,940800,576000,0.301582,2.028008,0.466321,0.005556,25,1,0,21.68634796142578,-572.0040962621607
268,1171200,672000,0.803571,2.702778,0.450000,0.011111,25,8,0,118.45819091796875,-562.8136200716846
269,1171200,672000,0.166667,1.654762,0.466321,0.016667,26,8,0,312.92108154296875,-577.7137736815156
270,710400,672000,0.326923,1.896364,0.471204,0.011111,26,6,0,3059.452392578125,-577.3804403481822
271,710400,576000,0.366407,1.939934,0.474934,0.005556,26,3,0,422.896728515625,-558.3328213005632
272,1171200,672000,0.428571,1.875000,0.434783,0.011111,26,8,0,11.253846168518066,-552.9564772145417
