normal_sbig_cpu_freq,normal_big_cpu_freq,normal_middle_cpu_freq,normal_little_cpu_freq,normal_sbig_util,normal_big_util,normal_middle_util,normal_little_util,normal_mem,normal_fps,next_normal_sbig_cpu_freq,next_normal_big_cpu_freq,next_normal_middle_cpu_freq,next_normal_little_cpu_freq,next_normal_sbig_util,next_normal_big_util,next_normal_middle_util,next_normal_little_util,next_normal_mem,next_normal_fps,action,reward,sbig_cpu_freq,big_cpu_freq,middle_cpu_freq,little_cpu_freq,sbig_util,big_util,middle_util,little_util,mem,fps,next_sbig_cpu_freq,next_big_cpu_freq,next_middle_cpu_freq,next_little_cpu_freq,next_sbig_util,next_big_util,next_middle_util,next_little_util,next_mem,next_fps
0.8176100628930818,0.8051948051948052,0.8170731707317073,0.6440677966101694,0.0,0.0,0.069444,0.6625,142.07456,1.25,0.15723270440251572,0.2077922077922078,0.23170731707317074,0.5508474576271186,0.0,0.0,0.2,0.5,142.07484,1.25,347,100,2496000,2380800,2572800,1459200,0.000000,0.000000,0.069444,0.662500,14207456,75,480000,614400,729600,1248000,0.000000,0.000000,0.200000,0.500000,14207484,75
0.15723270440251572,0.2077922077922078,0.23170731707317074,0.5508474576271186,0.0,0.0,0.2,0.5,142.07484,1.25,0.18867924528301888,0.16883116883116883,0.1951219512195122,0.2457627118644068,0.0,0.0,0.214286,0.736842,142.05876,1.1166666666666667,415,100,480000,614400,729600,1248000,0.000000,0.000000,0.200000,0.500000,14207484,75,576000,499200,614400,556800,0.000000,0.000000,0.214286,0.736842,14205876,67
0.18867924528301888,0.16883116883116883,0.1951219512195122,0.2457627118644068,0.0,0.0,0.214286,0.736842,142.05876,1.1166666666666667,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3474576271186441,0.0,0.0,0.333333,0.666667,142.057,1.1166666666666667,189,100,576000,499200,614400,556800,0.000000,0.000000,0.214286,0.736842,14205876,67,480000,499200,499200,787200,0.000000,0.000000,0.333333,0.666667,14205700,67
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3474576271186441,0.0,0.0,0.333333,0.666667,142.057,1.1166666666666667,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.2457627118644068,0.0,0.0,0.666667,0.75,142.05668,1.0166666666666666,256,100,480000,499200,499200,787200,0.000000,0.000000,0.333333,0.666667,14205700,67,480000,499200,499200,556800,0.000000,0.000000,0.666667,0.750000,14205668,61
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.2457627118644068,0.0,0.0,0.666667,0.75,142.05668,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.1951219512195122,0.2457627118644068,0.0,0.0,0.625,0.875,142.04572,1.0166666666666666,142,100,480000,499200,499200,556800,0.000000,0.000000,0.666667,0.750000,14205668,61,480000,499200,614400,556800,0.000000,0.000000,0.625000,0.875000,14204572,61
0.15723270440251572,0.16883116883116883,0.1951219512195122,0.2457627118644068,0.0,0.0,0.625,0.875,142.04572,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3983050847457627,0.0,0.0,0.444444,0.625,142.04888,1.0166666666666666,154,100,480000,499200,614400,556800,0.000000,0.000000,0.625000,0.875000,14204572,61,480000,499200,499200,902400,0.000000,0.000000,0.444444,0.625000,14204888,61
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3983050847457627,0.0,0.0,0.444444,0.625,142.04888,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.23170731707317074,0.2966101694915254,0.0,0.0,0.0,0.833333,142.05272,1.0166666666666666,21,99.94193168907357,480000,499200,499200,902400,0.000000,0.000000,0.444444,0.625000,14204888,61,480000,499200,729600,672000,0.000000,0.000000,0.000000,0.833333,14205272,61
0.15723270440251572,0.16883116883116883,0.23170731707317074,0.2966101694915254,0.0,0.0,0.0,0.833333,142.05272,1.0166666666666666,0.22012578616352202,0.2077922077922078,0.23170731707317074,0.3474576271186441,0.0,0.0,0.5,0.857143,142.03544,1.0166666666666666,597,99.26518334588272,480000,499200,729600,672000,0.000000,0.000000,0.000000,0.833333,14205272,61,672000,614400,729600,787200,0.000000,0.000000,0.500000,0.857143,14203544,61
0.22012578616352202,0.2077922077922078,0.23170731707317074,0.3474576271186441,0.0,0.0,0.5,0.857143,142.03544,1.0166666666666666,0.22012578616352202,0.16883116883116883,0.1951219512195122,0.3983050847457627,0.0,0.0,0.5,0.833333,141.9916,1.0166666666666666,517,99.70935189496049,672000,614400,729600,787200,0.000000,0.000000,0.500000,0.857143,14203544,61,672000,499200,614400,902400,0.000000,0.000000,0.500000,0.833333,14199160,61
0.22012578616352202,0.16883116883116883,0.1951219512195122,0.3983050847457627,0.0,0.0,0.5,0.833333,141.9916,1.0166666666666666,0.18867924528301888,0.16883116883116883,0.15853658536585366,0.4491525423728814,0.0,0.0,0.333333,0.7,142.00572,1.0166666666666666,427,100,672000,499200,614400,902400,0.000000,0.000000,0.500000,0.833333,14199160,61,576000,499200,499200,1017600,0.000000,0.000000,0.333333,0.700000,14200572,61
0.18867924528301888,0.16883116883116883,0.15853658536585366,0.4491525423728814,0.0,0.0,0.333333,0.7,142.00572,1.0166666666666666,0.18867924528301888,0.16883116883116883,0.15853658536585366,0.2966101694915254,0.0,0.0,0.25,0.857143,141.99284,1.0166666666666666,400,100,576000,499200,499200,1017600,0.000000,0.000000,0.333333,0.700000,14200572,61,576000,499200,499200,672000,0.000000,0.000000,0.250000,0.857143,14199284,61
0.18867924528301888,0.16883116883116883,0.15853658536585366,0.2966101694915254,0.0,0.0,0.25,0.857143,141.99284,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3474576271186441,0.0,0.0,0.714286,0.714286,142.0504,1.0166666666666666,277,100,576000,499200,499200,672000,0.000000,0.000000,0.250000,0.857143,14199284,61,480000,499200,499200,787200,0.000000,0.000000,0.714286,0.714286,14205040,61
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3474576271186441,0.0,0.0,0.714286,0.714286,142.0504,1.0166666666666666,0.18867924528301888,0.2077922077922078,0.23170731707317074,0.2966101694915254,0.0,0.0,0.285714,0.666667,142.03048,1.0166666666666666,471,99.54344681446227,480000,499200,499200,787200,0.000000,0.000000,0.714286,0.714286,14205040,61,576000,614400,729600,672000,0.000000,0.000000,0.285714,0.666667,14203048,61
0.18867924528301888,0.2077922077922078,0.23170731707317074,0.2966101694915254,0.0,0.0,0.285714,0.666667,142.03048,1.0166666666666666,0.18867924528301888,0.2077922077922078,0.15853658536585366,0.3474576271186441,0.0,0.0,0.333333,0.625,142.04704,1.0166666666666666,458,100,576000,614400,729600,672000,0.000000,0.000000,0.285714,0.666667,14203048,61,576000,614400,499200,787200,0.000000,0.000000,0.333333,0.625000,14204704,61
0.18867924528301888,0.2077922077922078,0.15853658536585366,0.3474576271186441,0.0,0.0,0.333333,0.625,142.04704,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.2457627118644068,0.0,0.0,0.375,0.777778,142.01624,1.0166666666666666,36,100,576000,614400,499200,787200,0.000000,0.000000,0.333333,0.625000,14204704,61,480000,499200,499200,556800,0.000000,0.000000,0.375000,0.777778,14201624,61
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.2457627118644068,0.0,0.0,0.375,0.777778,142.01624,1.0166666666666666,0.15723270440251572,0.24675324675324675,0.1951219512195122,0.3474576271186441,0.0,0.0,0.333333,0.5,142.04888,1.0166666666666666,119,99.74321805122072,480000,499200,499200,556800,0.000000,0.000000,0.375000,0.777778,14201624,61,480000,729600,614400,787200,0.000000,0.000000,0.333333,0.500000,14204888,61
0.15723270440251572,0.24675324675324675,0.1951219512195122,0.3474576271186441,0.0,0.0,0.333333,0.5,142.04888,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.1951219512195122,0.2457627118644068,0.0,0.0,0.714286,0.857143,142.01784,1.0166666666666666,142,100,480000,729600,614400,787200,0.000000,0.000000,0.333333,0.500000,14204888,61,480000,499200,614400,556800,0.000000,0.000000,0.714286,0.857143,14201784,61
0.15723270440251572,0.16883116883116883,0.1951219512195122,0.2457627118644068,0.0,0.0,0.714286,0.857143,142.01784,1.0166666666666666,0.15723270440251572,0.24675324675324675,0.1951219512195122,0.3983050847457627,0.0,0.0,0.285714,0.888889,142.04824,1.0166666666666666,114,99.65171275460446,480000,499200,614400,556800,0.000000,0.000000,0.714286,0.857143,14201784,61,480000,729600,614400,902400,0.000000,0.000000,0.285714,0.888889,14204824,61
0.15723270440251572,0.24675324675324675,0.1951219512195122,0.3983050847457627,0.0,0.0,0.285714,0.888889,142.04824,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.23170731707317074,0.4491525423728814,0.0,0.0,0.25,0.75,142.02688,1.0166666666666666,22,99.66502470604689,480000,729600,614400,902400,0.000000,0.000000,0.285714,0.888889,14204824,61,480000,499200,729600,1017600,0.000000,0.000000,0.250000,0.750000,14202688,61
