normal_sbig_cpu_freq,normal_big_cpu_freq,normal_middle_cpu_freq,normal_little_cpu_freq,normal_sbig_util,normal_big_util,normal_middle_util,normal_little_util,normal_mem,normal_fps,next_normal_sbig_cpu_freq,next_normal_big_cpu_freq,next_normal_middle_cpu_freq,next_normal_little_cpu_freq,next_normal_sbig_util,next_normal_big_util,next_normal_middle_util,next_normal_little_util,next_normal_mem,next_normal_fps,action,reward,sbig_cpu_freq,big_cpu_freq,middle_cpu_freq,little_cpu_freq,sbig_util,big_util,middle_util,little_util,mem,fps,next_sbig_cpu_freq,next_big_cpu_freq,next_middle_cpu_freq,next_little_cpu_freq,next_sbig_util,next_big_util,next_middle_util,next_little_util,next_mem,next_fps
0.8176100628930818,0.8051948051948052,0.8170731707317073,0.7966101694915254,0.0,0.083333,0.382979,0.636364,134.0818,1.2333333333333334,0.15723270440251572,0.24675324675324675,0.47560975609756095,0.5508474576271186,0.0,0.0,0.4,0.75,134.08116,1.1,245,99.76162640318658,2496000,2380800,2572800,1804800,0.000000,0.083333,0.382979,0.636364,13408180,74,480000,729600,1497600,1248000,0.000000,0.000000,0.400000,0.750000,13408116,66
0.15723270440251572,0.24675324675324675,0.47560975609756095,0.5508474576271186,0.0,0.0,0.4,0.75,134.08116,1.1,0.15723270440251572,0.24675324675324675,0.23170731707317074,0.5508474576271186,0.0,0.0,0.285714,0.4,134.08112,1.1,107,100,480000,729600,1497600,1248000,0.000000,0.000000,0.400000,0.750000,13408116,66,480000,729600,729600,1248000,0.000000,0.000000,0.285714,0.400000,13408112,66
0.15723270440251572,0.24675324675324675,0.23170731707317074,0.5508474576271186,0.0,0.0,0.285714,0.4,134.08112,1.1,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.2457627118644068,0.0,0.0,0.6,0.666667,134.08048,1.1,131,100,480000,729600,729600,1248000,0.000000,0.000000,0.285714,0.400000,13408112,66,480000,499200,499200,556800,0.000000,0.000000,0.600000,0.666667,13408048,66
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.2457627118644068,0.0,0.0,0.6,0.666667,134.08048,1.1,0.15723270440251572,0.16883116883116883,0.23170731707317074,0.2966101694915254,0.0,0.285714,0.571429,0.833333,134.07828,1.0166666666666666,198,99.94193168907357,480000,499200,499200,556800,0.000000,0.000000,0.600000,0.666667,13408048,66,480000,499200,729600,672000,0.000000,0.285714,0.571429,0.833333,13407828,61
0.15723270440251572,0.16883116883116883,0.23170731707317074,0.2966101694915254,0.0,0.285714,0.571429,0.833333,134.07828,1.0166666666666666,0.15723270440251572,0.2077922077922078,0.1951219512195122,0.3474576271186441,0.0,0.0,0.625,0.625,134.0776,1.0166666666666666,212,99.96595757725548,480000,499200,729600,672000,0.000000,0.285714,0.571429,0.833333,13407828,61,480000,614400,614400,787200,0.000000,0.000000,0.625000,0.625000,13407760,61
0.15723270440251572,0.2077922077922078,0.1951219512195122,0.3474576271186441,0.0,0.0,0.625,0.625,134.0776,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3474576271186441,0.0,0.5,0.666667,0.5,134.0702,1.0166666666666666,33,100,480000,614400,614400,787200,0.000000,0.000000,0.625000,0.625000,13407760,61,480000,499200,499200,787200,0.000000,0.500000,0.666667,0.500000,13407020,61
0.15723270440251572,0.16883116883116883,0.15853658536585366,0.3474576271186441,0.0,0.5,0.666667,0.5,134.0702,1.0166666666666666,0.18867924528301888,0.16883116883116883,0.15853658536585366,0.2033898305084746,0.0,0.285714,0.666667,0.833333,134.07344,1.0166666666666666,411,100,480000,499200,499200,787200,0.000000,0.500000,0.666667,0.500000,13407020,61,576000,499200,499200,460800,0.000000,0.285714,0.666667,0.833333,13407344,61
0.18867924528301888,0.16883116883116883,0.15853658536585366,0.2033898305084746,0.0,0.285714,0.666667,0.833333,134.07344,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.23170731707317074,0.2457627118644068,0.0,0.5,0.75,0.8,134.07152,1.0166666666666666,297,100,576000,499200,499200,460800,0.000000,0.285714,0.666667,0.833333,13407344,61,480000,499200,729600,556800,0.000000,0.500000,0.750000,0.800000,13407152,61
0.15723270440251572,0.16883116883116883,0.23170731707317074,0.2457627118644068,0.0,0.5,0.75,0.8,134.07152,1.0166666666666666,0.18867924528301888,0.16883116883116883,0.3048780487804878,0.2457627118644068,0.0,0.428571,1.0,0.8,134.05936,1.0166666666666666,447,99.15004301285401,480000,499200,729600,556800,0.000000,0.500000,0.750000,0.800000,13407152,61,576000,499200,960000,556800,0.000000,0.428571,1.000000,0.800000,13405936,61
0.18867924528301888,0.16883116883116883,0.3048780487804878,0.2457627118644068,0.0,0.428571,1.0,0.8,134.05936,1.0166666666666666,0.15723270440251572,0.16883116883116883,0.3780487804878049,0.3474576271186441,0.0,0.285714,0.5,0.75,134.06912,1.0166666666666666,259,98.21294140863742,576000,499200,960000,556800,0.000000,0.428571,1.000000,0.800000,13405936,61,480000,499200,1190400,787200,0.000000,0.285714,0.500000,0.750000,13406912,61
