episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,loss,reward
1814,710400,576000,0.428571, 2.380952, 0.456853, 0.016667, 26,8, 0.001955031882971525,0.9114796459399551
1815,710400,576000,0.366667, 3.550000, 0.205950, 0.038889, 26,8, 0.0011585443280637264,0.9114796459399551
1816,710400,576000,0.400000, 3.600000, 0.102740, 0.061111, 26,8, 0.0016147781861945987,0.9114796459399551
1817,710400,576000,0.476190, 2.055556, 0.428571, 0.033333, 26,8, 0.0013330389047041535,0.9114796459399551
1818,710400,576000,0.500000, 2.100000, 0.409091, 0.016667, 26,8, 0.000612360832747072,0.9114796459399551
1819,710400,844800,0.250000, 2.916667, 0.456853, 0.016667, 26,24, 0.0017756542656570673,0.9006221250190428
1820,1612800,1113600,0.000000, 2.033333, 0.493151, 0.011111, 26,36, 0.0025791903026401997,0.6476025782746582
1821,710400,844800,0.200000, 2.166667, 0.474934, 0.016667, 26,24, 0.0017394034657627344,0.9006221250190428
1822,710400,844800,0.250000, 2.000000, 0.474934, 0.016667, 26,24, 0.001950591802597046,0.9006221250190428
1823,710400,844800,0.000000, 1.933333, 0.469974, 0.011111, 26,24, 0.0022340305149555206,0.9006221250190428
1824,710400,576000,0.000000, 2.200000, 0.476190, 0.011111, 26,0, 0.0014876874629408121,0.9114796459399551
1825,710400,576000,0.200000, 2.933333, 0.481283, 0.005556, 26,0, 0.0010302725713700056,0.9114796459399551
1826,710400,576000,0.000000, 3.016667, 0.482574, 0.016667, 26,0, 0.0010181638645008206,0.9114796459399551
1827,710400,576000,0.000000, 1.666667, 0.445545, 0.033333, 26,0, 0.0015492417151108384,0.9114796459399551
1828,710400,672000,0.400000, 2.033333, 0.486486, 0.016667, 26,16, 0.0019185618730261922,0.9083000860773256
1829,710400,672000,0.000000, 1.833333, 0.462725, 0.022222, 26,16, 0.0008795626345090568,0.9083000860773256
1830,710400,672000,0.600000, 2.750000, 0.474934, 0.011111, 26,16, 0.0027469408232718706,0.9083000860773256
1831,710400,576000,0.000000, 1.466667, 0.472441, 0.016667, 26,8, 0.0016471869312226772,0.9114796459399551
1832,710400,576000,0.250000, 2.350000, 0.466321, 0.016667, 26,8, 0.0009164923103526235,0.9114796459399551
1833,710400,576000,0.250000, 2.266667, 0.462725, 0.005556, 26,8, 0.001525568193756044,0.9114796459399551
1834,710400,576000,0.000000, 2.000000, 0.469974, 0.022222, 26,8, 0.0014238284202292562,0.9114796459399551
1835,710400,576000,0.000000, 1.966667, 0.478723, 0.011111, 26,8, 0.0016015155706554651,0.9114796459399551
1836,710400,576000,1.250000, 3.016667, 0.482574, 0.011111, 26,0, 0.001353605417534709,0.9114796459399551
1837,710400,576000,0.600000, 2.333333, 0.486486, 0.016667, 26,0, 0.0008740918128751218,0.9114796459399551
1838,710400,576000,0.166667, 2.166667, 0.495868, 0.011111, 26,0, 0.0010571181774139404,0.9114796459399551
1839,1401600,1113600,0.200000, 1.250000, 0.467532, 0.016667, 26,35, 0.0009350999025627971,0.742732780168359
1840,710400,576000,0.333333, 2.647619, 0.452261, 0.016667, 26,0, 0.001351401791907847,0.9114796459399551
1841,710400,1478400,0.285714, 1.866667, 0.465116, 0.022222, 26,48, 0.0012899836292490363,0.8468042883612885
1842,710400,844800,0.000000, 2.000000, 0.471204, 0.016667, 26,24, 0.0012492157984524965,0.9006221250190428
1843,710400,844800,0.000000, 1.000000, 0.471204, 0.011111, 26,24, 0.0009566083899699152,0.9006221250190428
1844,710400,576000,0.200000, 2.121429, 0.298013, 0.016667, 26,8, 0.0019071717979386449,0.9114796459399551
1845,710400,1478400,0.200000, 2.500000, 0.437956, 0.016667, 26,48, 0.0018351331818848848,0.8468042883612885
1846,710400,1478400,0.450000, 1.033333, 0.349515, 0.016667, 26,48, 0.0008985417080111802,0.8468042883612885
1847,710400,1478400,0.250000, 1.166667, 0.147783, 0.050000, 26,48, 0.0018960474990308285,0.8468042883612885
1848,710400,576000,0.250000, 1.583333, 0.311958, 0.044444, 26,0, 0.0015080145094543695,0.9114796459399551
1849,710400,576000,0.000000, 3.100000, 0.483871, 0.016667, 26,0, 0.0015408119652420282,0.9114796459399551
1850,710400,576000,0.366667, 2.400000, 0.472441, 0.011111, 26,0, 0.0017729670507833362,0.9114796459399551
1851,710400,576000,0.142857, 2.492857, 0.489130, 0.011111, 26,0, 0.0012027524644508958,0.9114796459399551
1852,710400,576000,0.500000, 2.166667, 0.463918, 0.011111, 26,0, 0.0020670488011091948,0.9114796459399551
1853,710400,576000,0.000000, 2.900000, 0.493151, 0.011111, 26,0, 0.0015300583327189088,0.9114796459399551
1854,710400,672000,0.200000, 2.550000, 0.478723, 0.016667, 26,16, 0.0014023690018802881,0.9083000860773256
1855,710400,576000,0.400000, 3.433333, 0.471204, 0.016667, 26,8, 0.002057632664218545,0.9114796459399551
1856,710400,576000,0.000000, 2.404762, 0.455696, 0.011111, 26,8, 0.0019225975265726447,0.9114796459399551
1857,710400,576000,0.450000, 2.154762, 0.432692, 0.016667, 26,8, 0.0014889739686623216,0.9114796459399551
1858,710400,576000,0.450000, 2.666667, 0.423529, 0.011111, 26,8, 0.0009750478202477098,0.9114796459399551
1859,710400,844800,0.500000, 2.633333, 0.478723, 0.011111, 26,24, 0.001152370241470635,0.9006221250190428
1860,710400,844800,0.200000, 1.900000, 0.439024, 0.016667, 26,24, 0.0015093381516635418,0.9006221250190428
1861,710400,672000,0.571429, 2.409524, 0.478723, 0.016667, 26,16, 0.0013793297111988068,0.9083000860773256
1862,710400,672000,1.057143, 1.758333, 0.472441, 0.016667, 26,16, 0.0015769177116453648,0.9083000860773256
1863,710400,672000,0.450000, 3.000000, 0.472441, 0.022222, 26,16, 0.0017001748783513904,0.9083000860773256
1864,710400,672000,0.166667, 1.822222, 0.494505, 0.027778, 26,16, 0.0012496181298047304,0.9083000860773256
1865,710400,576000,0.250000, 2.171429, 0.467532, 0.011111, 26,0, 0.0019806961063295603,0.9114796459399551
1866,710400,576000,0.200000, 2.366667, 0.481283, 0.011111, 26,0, 0.001760241691954434,0.9114796459399551
1867,710400,576000,0.000000, 3.333333, 0.258250, 0.055556, 26,0, 0.001461704378016293,0.9114796459399551
1868,710400,576000,0.000000, 2.916667, 0.384615, 0.016667, 26,0, 0.0011530917836353183,0.9114796459399551
1869,940800,576000,0.450000, 2.266667, 0.474934, 0.016667, 26,1, 0.0018854679074138403,0.8867226650575445
1870,710400,576000,0.000000, 2.666667, 0.455696, 0.022222, 26,8, 0.0020979950204491615,0.9114796459399551
1871,710400,576000,0.000000, 1.083333, 0.482574, 0.016667, 26,8, 0.0011216955026611686,0.9114796459399551
1872,710400,672000,0.000000, 2.266667, 0.480000, 0.011111, 26,16, 0.001646392629481852,0.9083000860773256
1873,710400,576000,0.450000, 2.716667, 0.453401, 0.005556, 26,8, 0.001016868744045496,0.9114796459399551
1874,710400,576000,0.333333, 2.000000, 0.458015, 0.022222, 26,8, 0.0013746260665357113,0.9114796459399551
1875,940800,576000,0.309524, 1.495238, 0.467532, 0.016667, 26,9, 0.0014656500425189734,0.8867226650575445
1876,940800,672000,0.000000, 2.400000, 0.306122, 0.022222, 26,17, 0.0010961414081975818,0.883543105194915
1877,940800,672000,0.200000, 2.833333, 0.478723, 0.016667, 26,17, 0.0010816518915817142,0.883543105194915
1878,940800,1632000,0.000000, 1.166667, 0.473684, 0.016667, 26,57, 0.0018502853345125914,0.8020069340094491
1879,940800,672000,0.000000, 1.583333, 0.451128, 0.011111, 26,17, 0.0016952091827988625,0.883543105194915
1880,710400,576000,0.000000, 1.416667, 0.448878, 0.016667, 26,8, 0.001985171576961875,0.9114796459399551
1881,710400,576000,0.000000, 3.100000, 0.471204, 0.016667, 26,8, 0.0013638664968311787,0.9114796459399551
1882,710400,576000,0.000000, 2.416667, 0.437956, 0.027778, 26,8, 0.0010001424234360456,0.9114796459399551
1883,710400,672000,0.200000, 2.000000, 0.482574, 0.011111, 26,16, 0.0010002711787819862,0.9083000860773256
1884,710400,672000,0.000000, 1.483333, 0.504202, 0.016667, 26,16, 0.0014371254947036505,0.9083000860773256
1885,2227200,1305600,0.400000, 1.383333, 0.468750, 0.011111, 26,47, 0.0016938127810135484,0.13066266621610145
1886,710400,672000,0.000000, 3.000000, 0.380550, 0.027778, 26,16, 0.0011860098456963897,0.9083000860773256
1887,710400,672000,0.000000, 2.916667, 0.482574, 0.016667, 26,16, 0.0016878516180440784,0.9083000860773256
1888,940800,576000,0.000000, 1.533333, 0.456853, 0.016667, 26,9, 0.002467238809913397,0.8867226650575445
1889,940800,576000,0.866667, 1.250000, 0.489130, 0.011111, 26,9, 0.0013767735799774528,0.8867226650575445
1890,940800,576000,0.628571, 2.071429, 0.454545, 0.022222, 26,9, 0.0009828287875279784,0.8867226650575445
1891,710400,576000,0.309524, 3.090476, 0.480000, 0.022222, 26,0, 0.0028777543921023607,0.9114796459399551
